"ñ saiba sobre uso cadeirinha outros dispositivos acomodar criança forma","Irrelevante",0,"","","","08/08/2017 10:00         ","['ñ', 'saiba', 'sobre', 'uso', 'cadeirinha', 'outros', 'dispositivos', 'acomodar', 'criança', 'forma']"
"olá favor solicite fiscalização ligando grátis serviço agradecemos contato","Irrelevante",0,"","","","08/08/2017 09:55       ","['olá', 'favor', 'solicite', 'fiscalização', 'ligando', 'grátis', 'serviço', 'agradecemos', 'contato']"
"usuários inclusive ciclistas agradecemos contato","Irrelevante",0,"","","","08/08/2017 09:50         ","['usuários', 'inclusive', 'ciclistas', 'agradecemos', 'contato']"
"art ctb fiscaliza opera veja programas cursos grátis dirigidos","Irrelevante",0,"","","","08/08/2017 09:49         ","['art', 'ctb', 'fiscaliza', 'opera', 'veja', 'programas', 'cursos', 'grátis', 'dirigidos']"
"olá cet órgão responsável gestão municópio atende determinações","Irrelevante",0,"","","","08/08/2017 09:49       ","['olá', 'cet', 'órgão', 'responsável', 'gestão', 'municópio', 'atende', 'determinações']"
"bom dia solicitação cadastrada agradecemos contato","Irrelevante",0,"","","","08/08/2017 09:03        ","['bom', 'dia', 'solicitação', 'cadastrada', 'agradecemos', 'contato']"
"bom dia solicitação cadastrada agradecemos contato","Irrelevante",0,"","","","08/08/2017 08:54        ","['bom', 'dia', 'solicitação', 'cadastrada', 'agradecemos', 'contato']"
"olá informação registrada providência agradecemos contato","Irrelevante",0,"","","","08/08/2017 03:08         ","['olá', 'informação', 'registrada', 'providência', 'agradecemos', 'contato']"
"conheça curso ações seguras inscreva","Irrelevante",0,"","","","07/08/2017 23:30          ","['conheça', 'curso', 'ações', 'seguras', 'inscreva']"
"caminhões fundamentais abastecimento prestação serviços saiba","Irrelevante",0,"","","","07/08/2017 22:00         ","['caminhões', 'fundamentais', 'abastecimento', 'prestação', 'serviços', 'saiba']"
"referente manifestação liberada","Irrelevante",0,"R. Augusta, 1053 - Consolação, São Paulo - SP, 01305-100, Brazil",-23.5538634,-46.6554619,"07/08/2017 20:52      ","['referente', 'manifestação', 'liberada']"
"manifestação interditado sentido centro evite","Evento Social",2,"R. Augusta, São Paulo - SP, Brazil",-23.5569581,-46.65896770000001,"07/08/2017 20:08       ","['manifestação', 'interditado', 'sentido', 'centro', 'evite']"
"sentido liberada relação manifestação","Irrelevante",0,"Av. Paulista, São Paulo - SP, Brazil",-23.5632103,-46.6542503,"07/08/2017 20:05        ","['sentido', 'liberada', 'relação', 'manifestação']"
"manifestação interditado sentido altura masp evite","Evento Social",2,"Av. Paulista, São Paulo - SP, Brazil",-23.5632103,-46.6542503,"07/08/2017 19:45        ","['manifestação', 'interditado', 'sentido', 'altura', 'masp', 'evite']"
"monitorado sonia realização festa beneficente sempre","Evento Social",2,"","","","07/08/2017 19:00         ","['monitorado', 'sonia', 'realização', 'festa', 'beneficente', 'sempre']"
"olá favor solicite semafórica ligando grátis serviço agradecemos contato","Irrelevante",0,"","","","07/08/2017 16:59        ","['olá', 'favor', 'solicite', 'semafórica', 'ligando', 'grátis', 'serviço', 'agradecemos', 'contato']"
"olá favor solicite semafórica ligando grátis agradecemos contato","Irrelevante",0,"","","","07/08/2017 16:38        ","['olá', 'favor', 'solicite', 'semafórica', 'ligando', 'grátis', 'agradecemos', 'contato']"
"ola informação cadastrada agradecemos contato","Irrelevante",0,"","","","07/08/2017 16:34         ","['ola', 'informação', 'cadastrada', 'agradecemos', 'contato']"
"carro pode circular alguns corredores ônibus depende local","Irrelevante",0,"","","","07/08/2017 16:00          ","['carro', 'pode', 'circular', 'alguns', 'corredores', 'ônibus', 'depende', 'local']"
"expectativa contratos firmados próximas semanas agradecemos contato","Irrelevante",0,"","","","07/08/2017 15:06          ","['expectativa', 'contratos', 'firmados', 'próximas', 'semanas', 'agradecemos', 'contato']"
"olá dado prosseguimento licitação contratar novas empresas","Irrelevante",0,"","","","07/08/2017 15:05         ","['olá', 'dado', 'prosseguimento', 'licitação', 'contratar', 'novas', 'empresas']"
"olá solicitar favor portal sp","Irrelevante",0,"","","","07/08/2017 14:45       ","['olá', 'solicitar', 'favor', 'portal', 'sp']"
"olá solicitar fiscalização favor gratuitamente agradecemos contato","Irrelevante",0,"","","","07/08/2017 14:38       ","['olá', 'solicitar', 'fiscalização', 'favor', 'gratuitamente', 'agradecemos', 'contato']"
"contratos firmados próximas semanas agradecemos contato","Irrelevante",0,"","","","07/08/2017 14:33          ","['contratos', 'firmados', 'próximas', 'semanas', 'agradecemos', 'contato']"
"olá dado prosseguimento licitação contratar novas empresas expectativa","Irrelevante",0,"","","","07/08/2017 14:32         ","['olá', 'dado', 'prosseguimento', 'licitação', 'contratar', 'novas', 'empresas', 'expectativa']"
"olá solicitação favor obrigado","Irrelevante",0,"","","","07/08/2017 12:18       ","['olá', 'solicitação', 'favor', 'obrigado']"
"olá favor solicite semafórica ligando grátis acessando portal sp obrigada","Irrelevante",0,"","","","07/08/2017 12:12        ","['olá', 'favor', 'solicite', 'semafórica', 'ligando', 'grátis', 'acessando', 'portal', 'sp', 'obrigada']"
"olá favor solicite ligando grátis portal sp obrigado","Irrelevante",0,"","","","07/08/2017 12:04        ","['olá', 'favor', 'solicite', 'ligando', 'grátis', 'portal', 'sp', 'obrigado']"
"olá solicitar fiscalização favor grátis portal sp obrigada","Irrelevante",0,"","","","07/08/2017 12:00       ","['olá', 'solicitar', 'fiscalização', 'favor', 'grátis', 'portal', 'sp', 'obrigada']"
"faixas exclusivas corredores ônibus conquistas respeitoaobemcomum transportecoletivo","Irrelevante",0,"","","","07/08/2017 12:00          ","['faixas', 'exclusivas', 'corredores', 'ônibus', 'conquistas', 'respeitoaobemcomum', 'transportecoletivo']"
"olá solicitar favor portal sp","Irrelevante",0,"","","","07/08/2017 11:57       ","['olá', 'solicitar', 'favor', 'portal', 'sp']"
"olá solicitações favor portal sp","Irrelevante",0,"","","","07/08/2017 11:48       ","['olá', 'solicitações', 'favor', 'portal', 'sp']"
"presença solicitar fiscalização momento infração agradecemos contato","Irrelevante",0,"","","","07/08/2017 11:15         ","['presença', 'solicitar', 'fiscalização', 'momento', 'infração', 'agradecemos', 'contato']"
"olá legislação apenas autoriza autuar infrações via equipamento regulamentado contran","Irrelevante",0,"","","","07/08/2017 11:13         ","['olá', 'legislação', 'apenas', 'autoriza', 'autuar', 'infrações', 'via', 'equipamento', 'regulamentado', 'contran']"
"conheça curso direção defensiva oferecido gratuitamente cet","Irrelevante",0,"","","","          ","['conheça', 'curso', 'direção', 'defensiva', 'oferecido', 'gratuitamente', 'cet']"
"presencial","Irrelevante",0,"","","","          ","['presencial']"
"distância","Irrelevante",0,"","","","07/08/2017 10:00          ","['distância']"
"olá registro interferência solicitado agradecemos contato","Irrelevante",0,"","","","07/08/2017 01:29         ","['olá', 'registro', 'interferência', 'solicitado', 'agradecemos', 'contato']"
"parcialmente interditado segunda terça serviços viária","Evento Urbano",3,"Av. Marginal Tietê, São Paulo - SP, Brazil",-23.5179509,-46.64946399999999,"06/08/2017 23:30        ","['parcialmente', 'interditado', 'segunda', 'terça', 'serviços', 'viária']"
"complexo viário interditado segunda terça serviços","Evento Urbano",3,"","","","06/08/2017 22:00        ","['complexo', 'viário', 'interditado', 'segunda', 'terça', 'serviços']"
"mantenha inspeção veicular dia evite acidentes","Irrelevante",0,"","","","06/08/2017 19:00         ","['mantenha', 'inspeção', 'veicular', 'dia', 'evite', 'acidentes']"
"interditado sentido santana segunda terça limpeza","Evento Urbano",3,"Túnel Papa João Paulo II - Centro, São Paulo - SP, Brazil",-23.5453435,-46.636912,"06/08/2017 16:00       ","['interditado', 'sentido', 'santana', 'segunda', 'terça', 'limpeza']"
"sabia gestantes devem manter distância barriga volante mónimo cm","Irrelevante",0,"","","","06/08/2017 12:00          ","['sabia', 'gestantes', 'devem', 'manter', 'distância', 'barriga', 'volante', 'mónimo', 'cm']"
"respeite vaga idoso pessoas deficiência estacione nestas vagas minuto","Irrelevante",0,"","","","06/08/2017 10:00          ","['respeite', 'vaga', 'idoso', 'pessoas', 'deficiência', 'estacione', 'nestas', 'vagas', 'minuto']"
"sentido após via liberada","Irrelevante",0,"Av. Marginal Tietê, São Paulo - SP, Brazil",-23.5179509,-46.64946399999999,"06/08/2017 04:11      ","['sentido', 'após', 'via', 'liberada']"
"referente interferência sentido após interditado faixa via","Evento Urbano",3,"Av. Marginal Tietê, São Paulo - SP, Brazil",-23.5179509,-46.64946399999999,"06/08/2017 02:15     ","['referente', 'interferência', 'sentido', 'após', 'interditado', 'faixa', 'via']"
"interferência interditado duas faixas sentido após evite","Evento Urbano",3,"Av. Marginal Tietê, São Paulo - SP, Brazil",-23.5179509,-46.64946399999999,"06/08/2017 00:13      ","['interferência', 'interditado', 'duas', 'faixas', 'sentido', 'após', 'evite']"
"interditado dois sentidos segunda limpeza","Evento Urbano",3,"Túnel 9 de Julho, São Paulo - SP, Brazil",-23.5624252,-46.6561762,"05/08/2017 23:30        ","['interditado', 'dois', 'sentidos', 'segunda', 'limpeza']"
"ãã siga instagram","Irrelevante",0,"","","","05/08/2017 22:00          ","['ãã', 'siga', 'instagram']"
"monitorado realização centro histórico","Evento Social",2,"","","","05/08/2017 19:00         ","['monitorado', 'realização', 'centro', 'histórico']"
"noite necessidade complementares solicitamos contato através ligação gratuita","Irrelevante",0,"","","","05/08/2017 18:57         ","['noite', 'necessidade', 'complementares', 'solicitamos', 'contato', 'através', 'ligação', 'gratuita']"
"noite solicitação cadastrada obrigado contato","Irrelevante",0,"","","","05/08/2017 18:55          ","['noite', 'solicitação', 'cadastrada', 'obrigado', 'contato']"
"noite solicitação cadastrada agradecemos contato","Irrelevante",0,"","","","05/08/2017 18:38          ","['noite', 'solicitação', 'cadastrada', 'agradecemos', 'contato']"
"tarde necessidade complementares solicitamos contato através ligação gratuita","Irrelevante",0,"","","","05/08/2017 16:46         ","['tarde', 'necessidade', 'complementares', 'solicitamos', 'contato', 'através', 'ligação', 'gratuita']"
"tarde solicitação cadastrada cet agradece contato","Irrelevante",0,"","","","05/08/2017 16:43          ","['tarde', 'solicitação', 'cadastrada', 'cet', 'agradece', 'contato']"
"monitorado luz exposição veóculos antigos","Irrelevante",0,"","","","05/08/2017 16:00       ","['monitorado', 'luz', 'exposição', 'veóculos', 'antigos']"
"quer saber sobre regras circulação veóculos fretados","Irrelevante",0,"","","","05/08/2017 12:00          ","['quer', 'saber', 'sobre', 'regras', 'circulação', 'veóculos', 'fretados']"
"bom dia informação registrada agradecemos contato","Irrelevante",0,"","","","05/08/2017 11:05         ","['bom', 'dia', 'informação', 'registrada', 'agradecemos', 'contato']"
"embarque desembarque sempre lado calçada pode perder tempo simples cuida","Irrelevante",0,"","","","05/08/2017 10:00          ","['embarque', 'desembarque', 'sempre', 'lado', 'calçada', 'pode', 'perder', 'tempo', 'simples', 'cuida']"
"monitorado barra funda festa multicultural boliviana","Evento Social",2,"","","","04/08/2017 23:30       ","['monitorado', 'barra', 'funda', 'festa', 'multicultural', 'boliviana']"
"aumente visão sair casa ajuste sempre espelhos retrovisores","Irrelevante",0,"","","","04/08/2017 22:00         ","['aumente', 'visão', 'sair', 'casa', 'ajuste', 'sempre', 'espelhos', 'retrovisores']"
"noite solicitação cadastrada cet agradece contato","Irrelevante",0,"","","","04/08/2017 20:59          ","['noite', 'solicitação', 'cadastrada', 'cet', 'agradece', 'contato']"
"referente manifestação movimento liberada","Irrelevante",0,"R. Augusta, 1053 - Consolação, São Paulo - SP, 01305-100, Brazil",-23.5538634,-46.6554619,"04/08/2017 20:02         ","['referente', 'manifestação', 'movimento', 'liberada']"
"referente manifestação liberada manifestantes descendo sentido centro evite","Evento Social",2,"Av. Paulista, 2439 - Bela Vista, São Paulo - SP, 01311-300, Brazil",-23.5562126,-46.6624787,"04/08/2017 19:24      ","['referente', 'manifestação', 'liberada', 'manifestantes', 'descendo', 'sentido', 'centro', 'evite']"
"manifestação movimento interditado sentido junto masp evite","Evento Social",2,"Av. Paulista, São Paulo - SP, Brazil",-23.5632103,-46.6542503,"04/08/2017 19:06          ","['manifestação', 'movimento', 'interditado', 'sentido', 'junto', 'masp', 'evite']"
"monitorado barra funda realização festa multicultural bolivianaû sábado","Evento Social",2,"","","","04/08/2017 19:00         ","['monitorado', 'barra', 'funda', 'realização', 'festa', 'multicultural', 'bolivianaû', 'sábado']"
"noite solicitação cadastrada agradecemos contato","Irrelevante",0,"","","","04/08/2017 18:10         ","['noite', 'solicitação', 'cadastrada', 'agradecemos', 'contato']"
"neste sábado linda estará","Irrelevante",0,"avenida ricardo jafet confira","","","04/08/2017 16:57        ","['neste', 'sábado', 'linda', 'estará']"
"via liberada relação manifestação","Irrelevante",0,"Av. Paulista, São Paulo - SP, Brazil",-23.5632103,-46.6542503,"04/08/2017 16:40       ","['via', 'liberada', 'relação', 'manifestação']"
"chuva piso fica escorregadio necessário frenagem aumenta vacile redobre","Irrelevante",0,"","","","04/08/2017 16:00        ","['chuva', 'piso', 'fica', 'escorregadio', 'necessário', 'frenagem', 'aumenta', 'vacile', 'redobre']"
"olá solicitar semafórica favor portal sp","Irrelevante",0,"","","","04/08/2017 15:54       ","['olá', 'solicitar', 'semafórica', 'favor', 'portal', 'sp']"
"olá solicitar fiscalização favor gratuitamente agradecemos contato","Irrelevante",0,"","","","04/08/2017 14:54       ","['olá', 'solicitar', 'fiscalização', 'favor', 'gratuitamente', 'agradecemos', 'contato']"
"referente manifestação manifestantes movimento interditado faixas sentido evite","Evento Social",2,"Av. Paulista, São Paulo - SP, Brazil",-23.5632103,-46.6542503,"04/08/2017 14:52          ","['referente', 'manifestação', 'manifestantes', 'movimento', 'interditado', 'faixas', 'sentido', 'evite']"
"referente manifestação via liberada manifestantes movimento interditado sentido paraóso evite","Evento Social",2,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"04/08/2017 14:23      ","['referente', 'manifestação', 'via', 'liberada', 'manifestantes', 'movimento', 'interditado', 'sentido', 'paraóso', 'evite']"
"referente manifestação manifestantes ocupam sentido estaiada","Evento Social",2,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"04/08/2017 12:22        ","['referente', 'manifestação', 'manifestantes', 'ocupam', 'sentido', 'estaiada']"
"sabia parte sinalização depredada reaproveitada saiba","Irrelevante",0,"","","","04/08/2017 12:00          ","['sabia', 'parte', 'sinalização', 'depredada', 'reaproveitada', 'saiba']"
"manifestação movimento sentido única após","Evento Social",2,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"04/08/2017 11:54      ","['manifestação', 'movimento', 'sentido', 'única', 'após']"
"olá solicitar fiscalização favor gratuitamente momento infração agradecemos contato","Irrelevante",0,"","","","04/08/2017 10:49       ","['olá', 'solicitar', 'fiscalização', 'favor', 'gratuitamente', 'momento', 'infração', 'agradecemos', 'contato']"
"elefante jamais pare fila dupla porumtrânsitomelhor","Irrelevante",0,"","","","04/08/2017 10:00         ","['elefante', 'jamais', 'pare', 'fila', 'dupla', 'porumtrânsitomelhor']"
"bom dia solicitação registrada agradecemos contato","Irrelevante",0,"","","","04/08/2017 09:14        ","['bom', 'dia', 'solicitação', 'registrada', 'agradecemos', 'contato']"
"sentido centro próximo carolina via liberada relação interferência","Irrelevante",0,"Av. Rebouças, São Paulo - SP, Brazil",-23.565678,-46.68075409999999,"04/08/2017 07:11        ","['sentido', 'centro', 'próximo', 'carolina', 'via', 'liberada', 'relação', 'interferência']"
"sentido centro junto monsenhor via liberada relação interferência","Irrelevante",0,"Av. Interlagos, São Paulo - SP, Brazil",-23.6825033,-46.689999,"04/08/2017 07:08        ","['sentido', 'centro', 'junto', 'monsenhor', 'via', 'liberada', 'relação', 'interferência']"
"sentido próximo mallet via liberada relação interferência","Irrelevante",0,"Av. dos Bandeirantes, São Paulo - SP, Brazil",-23.6126183,-46.6714399,"04/08/2017 07:03        ","['sentido', 'próximo', 'mallet', 'via', 'liberada', 'relação', 'interferência']"
"sentido centro duas faixas interditado próximo carolina devido interferência evite","Evento Urbano",3,"Av. Rebouças, São Paulo - SP, Brazil",-23.565678,-46.68075409999999,"04/08/2017 06:45        ","['sentido', 'centro', 'duas', 'faixas', 'interditado', 'próximo', 'carolina', 'devido', 'interferência', 'evite']"
"sentido centro interditado junto monsenhor devido interferência evite","Evento Urbano",3,"Av. Interlagos, São Paulo - SP, Brazil",-23.6825033,-46.689999,"04/08/2017 06:19        ","['sentido', 'centro', 'interditado', 'junto', 'monsenhor', 'devido', 'interferência', 'evite']"
"bom dia informação cadastrada agradecemos contato","Irrelevante",0,"","","","04/08/2017 06:14        ","['bom', 'dia', 'informação', 'cadastrada', 'agradecemos', 'contato']"
"sentido próximo mallet duas faixas interditado devido interferência evite","Evento Urbano",3,"Av. dos Bandeirantes, São Paulo - SP, Brazil",-23.6126183,-46.6714399,"04/08/2017 06:12        ","['sentido', 'próximo', 'mallet', 'duas', 'faixas', 'interditado', 'devido', 'interferência', 'evite']"
"via liberada","Irrelevante",0,"R. Leopoldo Couto de Magalhães Júnior - Itaim Bibi, São Paulo - SP, Brazil",-23.5882562,-46.6806217,"04/08/2017 00:06       ","['via', 'liberada']"
"ñ semáforo ficou verde prossiga nunca ultrapasse vermelho colabore inclusiv","Irrelevante",0,"","","","03/08/2017 23:30         ","['ñ', 'semáforo', 'ficou', 'verde', 'prossiga', 'nunca', 'ultrapasse', 'vermelho', 'colabore', 'inclusiv']"
"população sempre auxilia cet comunicando situações sobre mobilidade através","Irrelevante",0,"","","","03/08/2017 22:00          ","['população', 'sempre', 'auxilia', 'cet', 'comunicando', 'situações', 'sobre', 'mobilidade', 'através']"
"interditado sentido sexta sábado limpeza","Evento Urbano",3,"Túnel Pres. Jânio Quadros, São Paulo - SP, Brazil",-23.5877258,-46.6934116,"03/08/2017 22:00       ","['interditado', 'sentido', 'sexta', 'sábado', 'limpeza']"
"referente manifestação movimento liberada","Irrelevante",0,"660, - Av. Cel. José Vicente de Faria Lima, 452 - Perequê, Ilhabela - SP, 11630-000, Brazil",-23.8195246,-45.363007,"03/08/2017 20:29       ","['referente', 'manifestação', 'movimento', 'liberada']"
"referente manifestação movimento via liberada","Irrelevante",0,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"03/08/2017 19:46         ","['referente', 'manifestação', 'movimento', 'via', 'liberada']"
"queda interditado evite","Desastre Natural",4,"R. Leopoldo Couto de Magalhães Júnior - Itaim Bibi, São Paulo - SP, Brazil",-23.5882562,-46.6806217,"03/08/2017 19:30        ","['queda', 'interditado', 'evite']"
"referente manifestação movimento manifestantes sobre evite regiãozs","Evento Social",2,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"03/08/2017 19:27         ","['referente', 'manifestação', 'movimento', 'manifestantes', 'sobre', 'evite', 'regiãozs']"
"referente manifestação via liberada","Irrelevante",0,"R. Líbero Badaró - Centro, São Paulo - SP, Brazil",-23.546751,-46.6364259,"03/08/2017 19:08        ","['referente', 'manifestação', 'via', 'liberada']"
"manifestação passeata interditado altura sentido única evite","Evento Social",2,"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil",-23.6238635,-46.709926,"03/08/2017 19:05     ","['manifestação', 'passeata', 'interditado', 'altura', 'sentido', 'única', 'evite']"
"interditado monotrilho quinta sexta","Evento Urbano",3,"Av. Sapopemba, São Paulo - SP, Brazil",-23.6006133,-46.5120845,"03/08/2017 19:00         ","['interditado', 'monotrilho', 'quinta', 'sexta']"
"manifestação passeata interditado sentido itaim evite","Evento Social",2,"Av. Brg. Faria Lima, São Paulo - SP, Brazil",-23.5778068,-46.6866265,"03/08/2017 18:58          ","['manifestação', 'passeata', 'interditado', 'sentido', 'itaim', 'evite']"
"referente manifestação via liberada manifestantes interditadondo junto vd","Evento Social",2,"Largo Páteo do Colégio - Centro, São Paulo - SP, Brazil",-23.5483644,-46.6327624,"03/08/2017 17:49        ","['referente', 'manifestação', 'via', 'liberada', 'manifestantes', 'interditadondo', 'junto', 'vd']"
"manifestação passeata interditado sentido único altura","Evento Social",2,"Largo Páteo do Colégio - Centro, São Paulo - SP, Brazil",-23.5483644,-46.6327624,"03/08/2017 17:14         ","['manifestação', 'passeata', 'interditado', 'sentido', 'único', 'altura']"
"via liberada relação manifestação zl","Evento Social",2,"Av. Mateo Bei, São Paulo - SP, Brazil",-23.5991605,-46.4853969,"03/08/2017 16:52       ","['via', 'liberada', 'relação', 'manifestação', 'zl']"
"monitorado jogo quinta","Evento Social",2,"","","","03/08/2017 16:00         ","['monitorado', 'jogo', 'quinta']"
"manifestação interditado sentido centro altura felice buscaglia evite zl","Evento Social",2,"Av. Mateo Bei, São Paulo - SP, Brazil",-23.5991605,-46.4853969,"03/08/2017 15:34         ","['manifestação', 'interditado', 'sentido', 'centro', 'altura', 'felice', 'buscaglia', 'evite', 'zl']"
"tbt implantado projeto pólos geradores feito minimizar impacto empreendimento","Irrelevante",0,"","","","03/08/2017 15:00         ","['tbt', 'implantado', 'projeto', 'pólos', 'geradores', 'feito', 'minimizar', 'impacto', 'empreendimento']"
"olá prazo análise solicitações aproximadamente úteis","Irrelevante",0,"","","","03/08/2017 14:54         ","['olá', 'prazo', 'análise', 'solicitações', 'aproximadamente', 'úteis']"
"ola informação cadastrada agradecemos contato","Irrelevante",0,"","","","03/08/2017 14:07         ","['ola', 'informação', 'cadastrada', 'agradecemos', 'contato']"
"conheça plano","Irrelevante",0,"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.63330939999999,"03/08/2017 11:55          ","['conheça', 'plano']"
"olá solicitações sobre semáforo favor portal sp","Irrelevante",0,"","","","03/08/2017 10:22       ","['olá', 'solicitações', 'sobre', 'semáforo', 'favor', 'portal', 'sp']"
"sabe onde vêm onde vão mercadorias circulam abastecem veja","Irrelevante",0,"","","","03/08/2017 10:00          ","['sabe', 'onde', 'vêm', 'onde', 'vão', 'mercadorias', 'circulam', 'abastecem', 'veja']"
"olá favor solicite fiscalização ligando grátis serviço agradecemos contato","Irrelevante",0,"","","","03/08/2017 09:21        ","['olá', 'favor', 'solicite', 'fiscalização', 'ligando', 'grátis', 'serviço', 'agradecemos', 'contato']"
"sentido centro junto casa ator via liberada relação interferência","Irrelevante",0,"Av. Santo Amaro, São Paulo - SP, Brazil",-23.617729,-46.6818226,"03/08/2017 05:34        ","['sentido', 'centro', 'junto', 'casa', 'ator', 'via', 'liberada', 'relação', 'interferência']"
"interferência ocupa duas faixas sentido centro junto casa ator evite","Evento Urbano",3,"Av. Santo Amaro, São Paulo - SP, Brazil",-23.617729,-46.6818226,"03/08/2017 03:44      ","['interferência', 'ocupa', 'duas', 'faixas', 'sentido', 'centro', 'junto', 'casa', 'ator', 'evite']"
"posto móvel shopping estende","Irrelevante",0,"","","","02/08/2017 23:30         ","['posto', 'móvel', 'shopping', 'estende']"
"dirigir noite requer atenção redobrada motorista evite acidentes sempre olho via dirija","Irrelevante",0,"","","","02/08/2017 22:00         ","['dirigir', 'noite', 'requer', 'atenção', 'redobrada', 'motorista', 'evite', 'acidentes', 'sempre', 'olho', 'via', 'dirija']"
"ôî respeito via destinado transporte coletivo respeito bem comum","Irrelevante",0,"","","","02/08/2017 19:00          ","['ôî', 'respeito', 'via', 'destinado', 'transporte', 'coletivo', 'respeito', 'bem', 'comum']"
"assim atendido formalize reclamação junto ouvidoria neste link obrigado","Irrelevante",0,"","","","02/08/2017 16:34          ","['assim', 'atendido', 'formalize', 'reclamação', 'junto', 'ouvidoria', 'neste', 'link', 'obrigado']"
"olá favor use protocolo solicitação saber andamento processo junto canal utilizado","Irrelevante",0,"","","","02/08/2017 16:31        ","['olá', 'favor', 'use', 'protocolo', 'solicitação', 'saber', 'andamento', 'processo', 'junto', 'canal', 'utilizado']"
"utilizado assim atendido formalize reclamação junto ouvidoria obrigado","Irrelevante",0,"","","","02/08/2017 16:14          ","['utilizado', 'assim', 'atendido', 'formalize', 'reclamação', 'junto', 'ouvidoria', 'obrigado']"
"olá fez solicitação orientamos use protocolo saber andamento processo junto canal","Irrelevante",0,"","","","02/08/2017 16:11         ","['olá', 'fez', 'solicitação', 'orientamos', 'use', 'protocolo', 'saber', 'andamento', 'processo', 'junto', 'canal']"
"olá favor solicite semafórica ligando grátis serviço agradecemos contato","Irrelevante",0,"","","","02/08/2017 16:05        ","['olá', 'favor', 'solicite', 'semafórica', 'ligando', 'grátis', 'serviço', 'agradecemos', 'contato']"
"pense trás menos importância segurança ama primordial","Irrelevante",0,"","","","02/08/2017 16:00         ","['pense', 'trás', 'menos', 'importância', 'segurança', 'ama', 'primordial']"
"olá favor solicite sinalização ligando grátis serviço obrigado","Irrelevante",0,"","","","02/08/2017 15:57       ","['olá', 'favor', 'solicite', 'sinalização', 'ligando', 'grátis', 'serviço', 'obrigado']"
"ola solicitação cadastrada agradecemos contato","Irrelevante",0,"","","","02/08/2017 14:41         ","['ola', 'solicitação', 'cadastrada', 'agradecemos', 'contato']"
"devemos lembrar û voltaàsaulas","Irrelevante",0,"","","","02/08/2017 12:00          ","['devemos', 'lembrar', 'û', 'voltaàsaulas']"
