_id;dateTime;text;class;class_label;account
894946886611808256;2017-08-08 12:42:19;@Brunoooviski Oi, Bruno! Se você já revalidou o benefício neste ano, não é necessário emitir uma nova Carteira Estudantil. __;Irrelevant;;
894942140563849216;2017-08-08 12:23:28;@sheldscobain103 Assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894941000216576002;2017-08-08 12:18:56;@sheldscobain103 É o número que fica logo abaixo do CPF. Você também pode encontrá-lo no menu 'Meus Cartões':… https://t.co/MCTMuRgrj3;Irrelevant;;
894939387603152896;2017-08-08 12:12:31;@AyamiiH Assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894938899994292224;2017-08-08 12:10:35;@dihzaao Assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894938861167620097;2017-08-08 12:10:26;@OMeira2017 Oi, Fernando. Orientamos que entre em contato com @metrosp_oficial para mais informações. __;Irrelevant;;
894938752673599488;2017-08-08 12:10:00;@brubsmariae (+) para exibir os valores corretos. __;Irrelevant;;
894938727621042177;2017-08-08 12:09:54;@brubsmariae Oi! Como informamos anteriormente, o desconto dos créditos ocorre normalmente, apenas a CONSULTA do sa… https://t.co/ZLWdSJ7M6z;Irrelevant;;
894938499081801728;2017-08-08 12:08:59;@AyamiiH Esse não é o número correto. Você pode acessar o menu 'Meus Cartões' e consultar: https://t.co/0FwEtIcpKL.;Irrelevant;;
894937927993741312;2017-08-08 12:06:43;"@William_Passion Logo na abertura do posto e no período da manhã, costuma-se ter menos clientes que no decorrer do dia. ;)";Irrelevant;;
894937305919762432;2017-08-08 12:04:15;@dihzaao Poderia nos informar o número do seu cartão para que possamos verificar?;Irrelevant;;
894936862753730563;2017-08-08 12:02:29;@AyamiiH Poderia nos informar o número do seu cartão?;Irrelevant;;
894936702174756864;2017-08-08 12:01:51;@quegaba O desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualizada para exibir os valores corretos. __;Irrelevant;;
894935382894276608;2017-08-08 11:56:37;@dihzaao Oi! Como podemos te ajudar?;Irrelevant;;
894935231144357888;2017-08-08 11:56:00;@sheldscobain103 Esse não é o número correto. Você pode acessar o menu 'Meus Cartões' e consultar: https://t.co/0FwEtIcpKL.;Irrelevant;;
894934620126445568;2017-08-08 11:53:35;@alnnoda_ Oi! O desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualizada para… https://t.co/u3SmLDH0O9;Irrelevant;;
894934538920525824;2017-08-08 11:53:15;@Giulio_SFC Julio, assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894934422289514497;2017-08-08 11:52:48;@quegaba (+) para exibir os valores corretos. __;Irrelevant;;
894934387942449152;2017-08-08 11:52:39;@quegaba É isso mesmo! O desconto dos créditos ocorre normalmente, apenas a consulta do saldo que está sendo atualizada (+);Irrelevant;;
894934116453502976;2017-08-08 11:51:35;@AyamiiH (+) em menos de 45 minutos.;Irrelevant;;
894934064993640449;2017-08-08 11:51:22;"@AyamiiH Oi! ""Bloqueio temporário"" significa que a quantidade de viagens permitidas foi ultrapassada ou que a mesma… https://t.co/QwbbzWoxYR";Irrelevant;;
894933657064017921;2017-08-08 11:49:45;@sheldscobain103 Oi. Poderia informar mais detalhes? Qual o nº do cartão e onde ele não passou? Qual mensagem apareceu?;Irrelevant;;
894933375219322881;2017-08-08 11:48:38;@William_Passion ... análise de nossos técnicos do posto Central, localizado no endereço citado.;Irrelevant;;
894933301135380480;2017-08-08 11:48:20;@William_Passion Os postos também realizam recarga, restauração e venda de Bilhete Único, mas o seu cartão apresent… https://t.co/vSHhH5qB4Y;Irrelevant;;
894931299462467584;2017-08-08 11:40:23;@gan_nathalia Esse não é o número correto. Você pode acessar o menu 'Meus Cartões' e consultar: https://t.co/0FwEtIcpKL.;Irrelevant;;
894930537160335360;2017-08-08 11:37:21;@Giulio_SFC Oi, Julio! Poderia nos informar o número do seu cartão?;Irrelevant;;
894930405345947649;2017-08-08 11:36:50;@DanteeH777 O desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualizada para e… https://t.co/DMbazqT5Y0;Irrelevant;;
894929702317678592;2017-08-08 11:34:02;@claudineifelip1 Oi, Claudinei! Não conseguimos visualizar o link que você nos enviou.;Irrelevant;;
894929335412457473;2017-08-08 11:32:35;@William_Passion William, nesse caso, o procedimento deve ser realizado apenas no Posto da Rua XV de Novembro.;Irrelevant;;
894928952942370816;2017-08-08 11:31:04;@rapho_ ... identificá-lo e para que você acompanhe as providências tomadas: https://t.co/ObAwWeO8Dq;Irrelevant;;
894928795517558785;2017-08-08 11:30:26;@rapho_ Olá. O operador que apresentar a conduta descrita é passível de autuação. Acesse e registre o ocorrido com… https://t.co/dCfgZvlvZ3;Irrelevant;;
894927319483265024;2017-08-08 11:24:34;____Aquele momento em que seu amiguinho descobre que pode ser transporte nos ônibus da Capital:… https://t.co/WOfja9UPms;Irrelevant;;
894925222129926146;2017-08-08 11:16:14;@gan_nathalia Oi, Nathalia. Poderia nos informar o número do seu cartão?;Irrelevant;;
894924690543845376;2017-08-08 11:14:07;@Giulio_SFC Oi, Giulio! Como podemos ajudar?;Irrelevant;;
894923906322243584;2017-08-08 11:11:00;@William_Passion William, é necessário que o cartão seja analisado diretamente no Posto de Atendimento da Rua XV de Novembro, 268.;Irrelevant;;
894923731029700608;2017-08-08 11:10:19;@cmarigarcia Oi! O desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualizada p… https://t.co/m6PTrU1jDT;Irrelevant;;
894923214266281986;2017-08-08 11:08:15;@cantbehave Nesse caso, leve o seu cartão para análise/recarga em um dos seguintes locais de atendimento:… https://t.co/MwPP3vfZTH;Irrelevant;;
894918460576342016;2017-08-08 10:49:22;@marsonzao Bom dia! Os créditos carregados no cartão são descontados no validador de acordo com a seguinte regra: https://t.co/gc4yrJUK21;Irrelevant;;
894916927910539264;2017-08-08 10:43:17;@sccpgabi_ Oi! Nesse caso, orientamos que leve o seu cartão para análise em um de nossos locais de atendimento: https://t.co/mlUWNecnSh  __;Irrelevant;;
894915357445672960;2017-08-08 10:37:02;@iego_sousa Só enviar o e-mail que uma nova senha será encaminhada como resposta. __;Irrelevant;;
894914156259926020;2017-08-08 10:32:16;@o_renan_h (+) anotou o prefixo do veículo, para que possamos localizar e reorientar o condutor?;Irrelevant;;
894914129579913216;2017-08-08 10:32:09;@o_renan_h Oi, Renan. A orientação passada aos condutores é que o embarque pode ser feito assim que o veículo chega ao terminal. Você (+);Irrelevant;;
894912232789860356;2017-08-08 10:24:37;@iego_sousa Pedimos que solicite via bilheteunico@sptrans.com.br utilizando um e-mail válido, pois uma nova senha s… https://t.co/rP4SjEiwF4;Irrelevant;;
894911492818182146;2017-08-08 10:21:41;@William_Passion William, leve o seu cartão até o Posto de Atendimento da Rua XV de Novembro, 268 (de 2ªf a 6ªf, da… https://t.co/LA8ZKbVRj8;Irrelevant;;
894908777513848832;2017-08-08 10:10:53;@fabiolamariana Olá! Orientamos que entre em contato com a @SPObras, responsável pela manutenção dos pontos de ônibus da cidade.;Irrelevant;;
894904710339190784;2017-08-08 09:54:44;@AtilaLima5 Oi, Atila! O intervalo médio da linha está sujeito a interferências viárias. Registre para verificação:… https://t.co/zX0Vft5h5l;Irrelevant;;
894903898216976384;2017-08-08 09:51:30;@Noixceve Olá! A linha que não cumprir os horários programados é passível de autuação. Registre, para verificação: https://t.co/qOefiAEy4W .;Irrelevant;;
894903246526963713;2017-08-08 09:48:55;@jornalistavitor Bom dia, Vitor. __;Irrelevant;;
894901600619307008;2017-08-08 09:42:22;@deeh_al Oi, Débora! Quando o cartão é carregado, as 48 cotas 'entram' em 24 pares de 02 viagens, totalizando as 48 cotas para uso no mês.;Irrelevant;;
894900999881711617;2017-08-08 09:39:59;@SueliEvans Oi, Sueli! Toda mudança operacional é passível de reavaliação. Registre sua queixa com mais detalhes, p… https://t.co/PRepliEsD9;Irrelevant;;
894898887818846208;2017-08-08 09:31:35;@LucLoveira Oi! Com o cadastro completo e sem pendências, é possível emitir o cartão em qualquer local de atendimen… https://t.co/xEc6GA4Y8f;Irrelevant;;
894897467648466944;2017-08-08 09:25:57;@BruhnoGoncalves Olá, Bruno. As linhas são programadas de acordo com a demanda. Registre sua queixa com detalhes, p… https://t.co/bnC2wXNlTP;Irrelevant;;
894891479801315328;2017-08-08 09:02:09;#DicaSPTrans ____ Conheça os procedimentos para obtenção do Bilhete Único Especial - Idoso: https://t.co/AbmY4VsFof;Irrelevant;;
894876355581669382;2017-08-08 08:02:03;#DicaSPTrans ____ Aplicativos para recarga do Bilhete Único pelo celular estão disponíveis! Saiba mais e evite filas: https://t.co/2Nuz1hj9KZ;Irrelevant;;
894861265813876736;2017-08-08 07:02:06;#DicaSPTrans __ __ __ Interferências viárias podem afetar o intervalo das linhas. Registre com detalhes para apuração: https://t.co/qOefiAmXdo;Irrelevant;;
894730421853749248;2017-08-07 22:22:10;#DicaSPTrans __ Nos terminais, seja gentil e lembre-se de deixar o lado esquerdo das escadas rolantes livre para cir… https://t.co/RuxBAl4JaT;Irrelevant;;
894724824991281153;2017-08-07 21:59:56;@itscaalves @sptrans Carolina, esse tipo de restituição de créditos deve ser realizada em um dos locais de atendime… https://t.co/wTBNpTj5ET;Irrelevant;;
894723338702139392;2017-08-07 21:54:01;@itscaalves @sptrans Carolina, sua gratuidade de agosto foi liberada em 01/08, às 21h28, no cartão de nº 556167500. Tente recarregá-lo. __;Irrelevant;;
894721875959570436;2017-08-07 21:48:13;@ChristopherLima Oi, Christopher! O intervalo médio da linha está sujeito a interferências viárias. Registre para v… https://t.co/o08Uoe8vl1;Irrelevant;;
894721604986564609;2017-08-07 21:47:08;@sirvithor Olá, Vithor. Orientamos o contato com @metrosp_oficial, para mais detalhes e informações. __;Irrelevant;;
894721159387906048;2017-08-07 21:45:22;@julianacamarini Juliana, se o erro persistir, leve o cartão para análise física no posto da Rua XV de Novembro, 26… https://t.co/pl7tWqywzD;Irrelevant;;
894712179341099008;2017-08-07 21:09:41;____ Aquele momento em que alguém entra no ônibus e não tira a mochila das costas #5HReveal https://t.co/mqN0Fwyndb;Irrelevant;;
894709982087847936;2017-08-07 21:00:57;@William_Passion William, estamos verificando junto à nossa equipe técnica e assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894709907487936512;2017-08-07 21:00:39;@iego_sousa Iego, vamos verificar junto à nossa equipe técnica e assim que tivermos um posicionamento entraremos em contato. __;Irrelevant;;
894709537374175234;2017-08-07 20:59:11;@kaarenhazza @maisoqnana Karen, quando o cartão é carregado, as 48 cotas 'entram' em 24 pares de 2 viagens, totaliz… https://t.co/oi2iQhtBkB;Irrelevant;;
894700185888194560;2017-08-07 20:22:01;__ Perdeu o Bilhete Único? Veja como proceder para cancelar o cartão e solicitar sua segunda via: https://t.co/Aa5GHReDuF;Irrelevant;;
894685072883945476;2017-08-07 19:21:58;#DicaSPTrans ____ Se estiver acomodado em um assento especial e vir um idoso de pé, ofereça o lugar a ele. Respeite a necessidade dos demais.;Irrelevant;;
894684101663477761;2017-08-07 19:18:06;@maisoqnana Oi, Alana! O sistema está sendo atualizado para exibir o saldo corretamente o quanto antes. __;Irrelevant;;
894683729033125888;2017-08-07 19:16:38;@HeitorLoureiro Em caso de reincidência, a empresa é passível de autuações mais graves. Por isso o registro é importante. __;Irrelevant;;
894681540164288512;2017-08-07 19:07:56;@fernandogallo (+) na data e horário de atendimento de sua preferência. Veja quais são: https://t.co/mlUWNecnSh __;Irrelevant;;
894681509533286400;2017-08-07 19:07:48;@fernandogallo Fernando, a 2ª via do cartão pode ser emitida na hora em qualquer um dos postos autorizados, (+);Irrelevant;;
894680128994897921;2017-08-07 19:02:19;@HeitorLoureiro Oooops, Heitor, falha nossa! __\nOrientamos que para apuração do ocorrido, registre com o maior númer… https://t.co/XjJFDVLW5s;Irrelevant;;
894679456622813184;2017-08-07 18:59:39;@Reid_Dead Alex, para análise de uma linha específica, registre o ocorrido na Central de Atendimento com mais detal… https://t.co/WduVGwyxkD;Irrelevant;;
894679192616521730;2017-08-07 18:58:36;@HeitorLoureiro Oi, Fernando! Para análise de uma linha específica, registre o ocorrido na Central de Atendimento c… https://t.co/JKVLEAX0nu;Irrelevant;;
894679015528837123;2017-08-07 18:57:54;@fernandogallo (+) Você pode ver o saldo nas máquinas dos terminais, estações e em alguns ônibus, e através de celu… https://t.co/gUCSdB8gA0;Irrelevant;;
894678874608500736;2017-08-07 18:57:20;"@fernandogallo Oi, Fernando! Se o seu cartão for personalizado com foto, é possível encontrar o número em ""Meus Car… https://t.co/kGJGkgb5ow";Irrelevant;;
894670308946436097;2017-08-07 18:23:18;@goldenberg_ Carol, quando e onde você tentou efetuar a recarga? Poderia nos informar o número do seu cartão?;Irrelevant;;
894670023385591808;2017-08-07 18:22:10;#DicaSPTrans O benefício da integração é intransferível. Não se arrisque, o repasse a terceiros é crime. ____ https://t.co/HWCMYmoywD;Irrelevant;;
894669001799991296;2017-08-07 18:18:06;@CamillaIshii Camilla, após se cadastrar no site (sem pendências), é só emitir o cartão em um dos postos. A 1ª via… https://t.co/mr9x0V0V6t;Irrelevant;;
894668159277563904;2017-08-07 18:14:45;@CamillaIshii Oi! O Bilhete Único Anônimo pode ser encontrado nos terminais de ônibus e nos demais locais de atendi… https://t.co/pObtoQuD1I;Irrelevant;;
894668058509410305;2017-08-07 18:14:21;@maisoqnana Alana, o desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualizada… https://t.co/g8RkLVQBik;Irrelevant;;
894665369767510019;2017-08-07 18:03:40;@Oleandromayer Olá! A regra é a mesma da meia-tarifa. Veja as condições para revisão da cota: https://t.co/NhqjGcWceZ __;Irrelevant;;
894663890461708289;2017-08-07 17:57:48;@goldenberg_ Oi, Carol! Poderia nos fornecer mais detalhes sobre o problema?;Irrelevant;;
894656234145677313;2017-08-07 17:27:22;@DeividAnselmo17 Deivid, o desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atua… https://t.co/mRJMK1ZLVx;Irrelevant;;
894656089240862720;2017-08-07 17:26:48;@DanteeH777 Leandro, o desconto dos créditos ocorre normalmente, apenas a CONSULTA do saldo que está sendo atualiza… https://t.co/Nx3OThzy4y;Irrelevant;;
894655283171033089;2017-08-07 17:23:36;@marianecoli Oi, Marie! Poderia nos informar que local é esse e quando a foto foi tirada? __;Irrelevant;;
894654910297513988;2017-08-07 17:22:07;#DicaSPTrans __ Deu sinal e o ônibus não parou? O ato é passível de autuação. Registre para reorientação do condutor… https://t.co/Dhrm8wumxI;Irrelevant;;
894653407197368321;2017-08-07 17:16:08;@iego_sousa Pode ser por aqui mesmo. __;Irrelevant;;
894653306802511877;2017-08-07 17:15:44;@maisoqnana (+) atualizado para exibir corretamente o número de créditos de gratuidade utilizado pelos estudantes. __;Irrelevant;;
894653288100093954;2017-08-07 17:15:40;@maisoqnana Oi, Alana! Verificamos que sua cota foi liberada com a mesma quantidade dos demais meses. O sistema de… https://t.co/l9zT1oI4y5;Irrelevant;;
894651943964078081;2017-08-07 17:10:19;@iego_sousa Iego, nos informe o número do cartão e um endereço de e-mail válido.;Irrelevant;;
894650380776288257;2017-08-07 17:04:07;@sccpgabi_ Gabriela, o procedimento de 5 segundos deve ser feito na catraca para ativação da cota e liberação da passagem. __;Irrelevant;;
894649879389061120;2017-08-07 17:02:07;"@julianacamarini (+) ""Sem Saldo"", permaneça com o cartão encostado no validador por ao menos 5 segundos até que a c… https://t.co/YTBt2iocym";Irrelevant;;
894649736644382722;2017-08-07 17:01:33;@julianacamarini Olá! Verificamos que sua cota de agosto está liberada. Orientamos que insira o cartão DUAS vezes e… https://t.co/r4tH30W37o;Irrelevant;;
894643700118286337;2017-08-07 16:37:34;"@sccpgabi_ (+) ""Sem Saldo"", permaneça com o cartão encostado no validador por ao menos 5 segundos até que a cota se… https://t.co/9qDid9wGRO";Irrelevant;;
894643661429932034;2017-08-07 16:37:25;@sccpgabi_ Oi! Sua cota de agosto foi liberada às 22:05 de 01/08. Orientamos que insira o cartão DUAS vezes e, após… https://t.co/vLYmsJpMOw;Irrelevant;;
894641364243271680;2017-08-07 16:28:17;@iego_sousa Foi essa a resposta que você recebeu? Você relatou a situação e encaminhou o seu endereço de e-mail antigo e o atual?;Irrelevant;;
894640214769061890;2017-08-07 16:23:43;@sccpgabi_ Qual o número do seu cartão?;Irrelevant;;
894640050776018944;2017-08-07 16:23:04;@iego_sousa Olá. Você enviou o e-mail conforme orientamos na sexta?;Irrelevant;;
894639757724196864;2017-08-07 16:21:54;____ Consulte as mudanças operacionais programadas para as nossas linhas. Acesse https://t.co/XOsGIIjIJo e programe-se antes de sair de casa!;Irrelevant;;
894639348699803648;2017-08-07 16:20:16;@DanteeH777 Leandro, quando o cartão é carregado, as 48 cotas 'entram' em 24 pares de 2 viagens, totalizando as 48 cotas para uso no mês. __;Irrelevant;;
894638899825430530;2017-08-07 16:18:29;@tha_mid Olá! Confira a ordem de desconto dos créditos na catraca: https://t.co/59hHsunBXK __;Irrelevant;;
894638756279578624;2017-08-07 16:17:55;@standbylogan (+) estudantes, e não causar a impressão de que estão descontado duas cotas por vez. __;Irrelevant;;
894638734171402241;2017-08-07 16:17:50;@standbylogan Oi, Jess! O sistema de consulta de saldo está sendo atualizado para exibir o nº correto de créditos d… https://t.co/TAZBWqsq1X;Irrelevant;;
894623480007798785;2017-08-07 15:17:13;#DicaSPTrans __ Vai entrar no ônibus com sacolas? Tome cuidado para que o volume não atrapalhe o passageiro ao lado.… https://t.co/r6kYBof9qj;Irrelevant;;
894613206190239745;2017-08-07 14:36:24;@_ssailorlua Esse não é o número correto. Você pode acessar o menu 'Meus Cartões' e consultar: https://t.co/0FwEtIcpKL  .;Irrelevant;;
894609559733641217;2017-08-07 14:21:54;@julianacamarini Oi, Juliana! Poderia nos informar o número do seu cartão?;Irrelevant;;
894609335338377216;2017-08-07 14:21:01;@7Seth7_ (+) encostado no validador por pelo menos 5 segundos até que a cota seja ativada e a passagem liberada. __;Irrelevant;;
894609246666575873;2017-08-07 14:20:40;"@7Seth7_ Oi! Sua cota de agosto está já está disponível. Orientamos que após a recarga, mesmo com a mensagem ""Sem S… https://t.co/pabHbk6xSs";Irrelevant;;
894608107262926850;2017-08-07 14:16:08;@milleninhaaaa Millena, se você se enquadra no requisito referente à renda, digite os seus dados e leia atentamente… https://t.co/XsIMkZmIOH;Irrelevant;;
894608095443382272;2017-08-07 14:16:05;@3S_davida Oi, Sarah! Quando o cartão é carregado, as 48 cotas 'entram' em 24 pares de 02 viagens, totalizando as 48 cotas para uso no mês.;Irrelevant;;
894607953256468481;2017-08-07 14:15:31;@sccpgabi_ Oi! A qual tipo de cartão você se refere?;Irrelevant;;
894607829180579840;2017-08-07 14:15:02;@_ssailorlua Tudo bem kkkkk. Poderia nos informar o número do seu cartão?;Irrelevant;;
894607190190944257;2017-08-07 14:12:29;@milleninhaaaa Oi, Millena! Qual desses requisitos você contempla para ter direito ao benefício da gratuidade? Saib… https://t.co/kWGh2cGP5I;Irrelevant;;
894606748396519425;2017-08-07 14:10:44;#DicaSPTrans ____ Tem uma dúvida? Entre em contato com o 156 ou acesse o FAQ dentro da nossa Central de Atendimento: https://t.co/USpuFXhkjN;Irrelevant;;
894606446331088897;2017-08-07 14:09:32;@cantbehave (+) encostado no validador por pelo menos 5 segundos até que a cota seja ativada e a passagem liberada.;Irrelevant;;
894606399937925120;2017-08-07 14:09:21;"@cantbehave Sua cota de agosto está já está disponível. Orientamos que após a recarga, mesmo com a mensagem ""Sem Sa… https://t.co/N9vOIMdujr";Irrelevant;;
894603865949179904;2017-08-07 13:59:17;@Claudinho_Netoo Obrigada pelo contato, encaminhamos sua informação à nossa equipe técnica para verificação do atendimento no local.;Irrelevant;;
894603747955015681;2017-08-07 13:58:49;@roberta_melo Roberta, agora os postos conseguem emitir as segundas vias de carteiras estudantis na hora. __;Irrelevant;;
894603289446187008;2017-08-07 13:56:59;@MisaoTR Isso, Cida! __;Irrelevant;;
894602950840025088;2017-08-07 13:55:39;@_ssailorlua Oi. O que aconteceu?;Irrelevant;;
894602878471548928;2017-08-07 13:55:21;@Obom5 (+) Se o erro persistir, leve o cartão para análise física no posto da Rua XV de Novembro, 268 (de 2ªf a 6ªf, das 7h às 18h). __;Irrelevant;;
894602839691059200;2017-08-07 13:55:12;@Obom5 Tente recarregar as suas cotas novamente, inserindo o cartão DUAS vezes na máquina de recarga (uma para tril… https://t.co/U3115hAvFC;Irrelevant;;
894602231458279424;2017-08-07 13:52:47;@progersena @smtsp_ Olá, Paulo. Acesse o link e veja mais detalhes: https://t.co/tgwPZQUvhP. __;Irrelevant;;
894597791187689473;2017-08-07 13:35:08;@MisaoTR Oi, Cida! Quando o cartão é carregado, as 48 cotas 'entram' em 24 pares de 02 viagens, totalizando as 48 cotas para uso no mês.;Irrelevant;;
894597260205576193;2017-08-07 13:33:02;@milleninhaaaa Poderia nos informar o número do seu cartão?;Irrelevant;;
894596179232776192;2017-08-07 13:28:44;@milleninhaaaa Oi, Mi! Qual mensagem aparece ao tentar efetuar a recarga?;Irrelevant;;
894593449940455424;2017-08-07 13:17:53;@Obom5 (+) validador por pelo menos 5 segundos até que você consiga utilizá-lo.;Irrelevant;;
894593371167129602;2017-08-07 13:17:35;"@Obom5 Encaminhamos suas informações à nossa equipe técnica para verificação. com a mensagem ""Sem Saldo"", permaneça… https://t.co/8xBlFT0PFl";Irrelevant;;
894592234179493889;2017-08-07 13:13:04;@a_believe Olá.  A linha que não cumprir os horários programados é passível de autuação. Registre, para verificação: https://t.co/qOefiAmXdo;Irrelevant;;
894589416970342400;2017-08-07 13:01:52;#DicaSPTrans ____ Você sabia que alguns dos locais de atendimento funcionam 24h? Veja quais: https://t.co/mlUWNecnSh;Irrelevant;;
894589269603475456;2017-08-07 13:01:17;@CarolynaQueiroz (+) Carteira Estudantil estava sendo encaminhada para a instituição de ensino na época da liberaçã… https://t.co/MF2TPgsZ7x;Irrelevant;;
894589238662094849;2017-08-07 13:01:09;@CarolynaQueiroz Oi, Carol! Verificamos que a sua gratuidade de agosto foi liberada no cartão de nº 447831097, uma vez que a sua (+);Irrelevant;;
894589026518302720;2017-08-07 13:00:19;@Claudinho_Netoo Oi! Poderia nos informar em qual data, horário e local você se dirigiu para obter atendimento?;Irrelevant;;
