"_id";"address";"dateTime";"lat";"lng";"text";"label";"class_label";"raw_tweet";"location_type";"tokens";"affected_code_lines"
893252613625479169;"660, - Av. Cel. José Vicente de Faria Lima, 452 - Perequê, Ilhabela - SP, 11630-000, Brazil";"08/03/2017 20:29";-23.8195246;-45.363007;"liber #zo mov refer manifestaca";"Social Event";2;"Referente manifestação em movimento pela Av. Brig. Faria Lima, pista liberada.#ZO";"ROOFTOP";"['liber', '#zo', 'mov', 'refer', 'manifestaca']";"[]"
893241762747219969;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/03/2017 19:46";-23.623863500000002;-46.709926;"liber via #zo mov refer manifestaca";"Social Event";2;"Referente Manifestação em movimento na Marginal Pinheiros, via liberada. #ZO";"GEOMETRIC_CENTER";"['liber', 'via', '#zo', 'mov', 'refer', 'manifestaca']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
893237734399201281;"R. Leopoldo Couto de Magalhães Júnior - Itaim Bibi, São Paulo - SP, Brazil";"08/03/2017 19:30";-23.5882562;-46.6806217;"#z arvor evit qued";"Natural Disaster";4;"Queda de àrvore interdita rua Leopoldo Couto Magalhães Jr. Evite região #ZS";"GEOMETRIC_CENTER";"['#z', 'arvor', 'evit', 'qued']";"[33284, 34788]"
893236978791194624;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/03/2017 19:27";-23.623863500000002;-46.709926;"#z sobr mov manifest evit refer manifestaca";"Social Event";2;"Referente Manifestação em movimento na Marginal Pinheiros, manifestantes sobre Pte. Octavio Frias de Oliveira.Evite região#ZS";"GEOMETRIC_CENTER";"['#z', 'sobr', 'mov', 'manifest', 'evit', 'refer', 'manifestaca']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
893232228192407552;"R. Líbero Badaró - Centro, São Paulo - SP, Brazil";"08/03/2017 19:08";-23.546751;-46.6364259;"liber via refer #zc manifestaca";"Social Event";2;"Referente manifestação:  Rua Líbero Badaró.Via liberada #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'refer', '#zc', 'manifestaca']";"[33536, 34144, 34883, 34884, 33253, 33479, 35051, 35280, 34098, 32885, 34107, 35068, 35229, 33534, 33535]"
893231454569865218;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/03/2017 19:05";-23.623863500000002;-46.709926;"sent #zo unic passeat evit altur manifestaca";"Social Event";2;"Manifestação em passeata interdita Marg. Pinheiros, altura da Ponte Cidade Universitária, sentido Interlagos, pista única. Evite região. #ZO";"GEOMETRIC_CENTER";"['sent', '#zo', 'unic', 'passeat', 'evit', 'altur', 'manifestaca']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
893230150514614275;"Av. Sapopemba, São Paulo - SP, Brazil";"08/03/2017 19:00";-23.6006133;-46.5120845;"monotrilh interdit quint sext obr";"Urban Event";3;"Avenida Sapopemba será interditada para obras do Monotrilho, das 23h00 de quinta-feira às 05h00 de sexta-feira https://t.co/idBa5dLubZ";"GEOMETRIC_CENTER";"['monotrilh', 'interdit', 'quint', 'sext', 'obr']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
893229535017218049;"Av. Brg. Faria Lima, São Paulo - SP, Brazil";"08/03/2017 18:58";-23.5778068;-46.6866265;"sent #zo itaim passeat evit manifestaca";"Social Event";2;"Manifestação em passeata interdita o sentido Itaim da Av. Brig. Faria Lima. Evite a região. #ZO";"GEOMETRIC_CENTER";"['sent', '#zo', 'itaim', 'passeat', 'evit', 'manifestaca']";"[34693, 33544, 34831, 34196, 33564, 35230, 34083, 34084, 35109, 33191, 34856, 32815, 33336, 32953, 32834, 34883, 34761, 35147, 35278, 33232, 33233, 33241, 33114, 35162, 33116, 34138, 33372, 34139, 33243, 32869, 32871, 33131, 33389]"
893212191587012609;"Largo Páteo do Colégio - Centro, São Paulo - SP, Brazil";"08/03/2017 17:49";-23.548364399999997;-46.632762400000004;"liber via junt vd interdit manifest refer #zc manifestaca";"Social Event";2;"Referente manifestação: Lg. Pateo do colégio,via liberada, manifestantes estão interditando a Rua Líbero Badaró junto ao Vd. do Chá. #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'junt', 'vd', 'interdit', 'manifest', 'refer', '#zc', 'manifestaca']";"[33536, 34144, 34883, 34884, 33479, 33481, 35051, 32885, 34107, 35068, 35229, 33534, 33535]"
893203542319693824;"Largo Páteo do Colégio - Centro, São Paulo - SP, Brazil";"08/03/2017 17:14";-23.548364399999997;-46.632762400000004;"sent #zc unic passeat altur manifestaca";"Social Event";2;"Manifestação em passeata interdita o sentido único do Largo Pateo do colégio, altura da Praça da Sé. #ZC";"GEOMETRIC_CENTER";"['sent', '#zc', 'unic', 'passeat', 'altur', 'manifestaca']";"[33536, 34144, 34883, 34884, 33479, 33481, 35051, 32885, 34107, 35068, 35229, 33534, 33535]"
893197994459357184;"Av. Mateo Bei, São Paulo - SP, Brazil";"08/03/2017 16:52";-23.5991605;-46.4853969;"liber via #zl relaca manifestaca";"Social Event";2;"Avenida Mateo Bei, via liberada em relação a manifestação. #ZL";"GEOMETRIC_CENTER";"['liber', 'via', '#zl', 'relaca', 'manifestaca']";"[33728, 33827, 32932, 33865, 33866, 33515, 33868, 33486, 33743, 33811, 34964, 33878, 33846, 35128, 33847, 34935, 34936]"
893178207595368448;"Av. Mateo Bei, São Paulo - SP, Brazil";"08/03/2017 15:34";-23.5991605;-46.4853969;"sent buscagl #zl felic evit altur manifestaca";"Social Event";2;"Manifestação interdita o sentido centro da Avenida Mateo Bei, altura da Rua Dr. Felice Buscaglia. Evite a região. #ZL";"GEOMETRIC_CENTER";"['sent', 'buscagl', '#zl', 'felic', 'evit', 'altur', 'manifestaca']";"[33728, 33827, 32932, 33865, 33866, 33515, 33868, 33486, 33743, 33811, 34964, 33878, 33846, 35128, 33847, 34935, 34936]"
893027322508574720;"Av. Santo Amaro, São Paulo - SP, Brazil";"08/03/2017 05:34";-23.617729;-46.681822600000004;"liber #z via cas sent relaca interferenc junt at";"Urban Event";3;"Av Santo Amaro sentido centro, junto a R Casa do Ator, via liberada em relação a interferência. #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'via', 'cas', 'sent', 'relaca', 'interferenc', 'junt', 'at']";"[34050, 34788, 32869, 35174, 32836, 32772, 33129, 34218, 32871, 33034, 34669, 34861, 32814, 33072, 32816, 32815, 34196, 32825, 34233, 32827]"
892999704585359360;"Av. Santo Amaro, São Paulo - SP, Brazil";"08/03/2017 03:44";-23.617729;-46.681822600000004;"#z cas at sent faix interferenc dua evit junt ocup";"Urban Event";3;"Interferência ocupa duas faixas da  Av. Santo Amaro, sentido centro, junto a R. Casa do Ator. Evite a região. #ZS";"GEOMETRIC_CENTER";"['#z', 'cas', 'at', 'sent', 'faix', 'interferenc', 'dua', 'evit', 'junt', 'ocup']";"[34050, 34788, 32869, 35174, 32836, 32772, 33129, 34218, 32871, 33034, 34669, 34861, 32814, 33072, 32816, 32815, 34196, 32825, 34233, 32827]"
892753710459346944;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/02/2017 11:27";-23.623863500000002;-46.709926;"liber sent castel #zo relaca interferenc junt local";"Urban Event";3;"Marginal Pinheiros sentido Castelo Branco, pista local liberada junto praça Silveira Santos, em relação a interferência. #ZO";"GEOMETRIC_CENTER";"['liber', 'sent', 'castel', '#zo', 'relaca', 'interferenc', 'junt', 'local']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
892742014902689796;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/02/2017 10:40";-23.623863500000002;-46.709926;"sent castel #zo interferenc junt local";"Urban Event";3;"Interferência na Marginal Pinheiros, sentido Castelo Branco, pista local, junto praça Silveira Santos. #ZO";"GEOMETRIC_CENTER";"['sent', 'castel', '#zo', 'interferenc', 'junt', 'local']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
892550520958836736;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"08/01/2017 22:00";-23.623863500000002;-46.709926;"express trech mutira limp interdit";"Urban Event";3;"Trecho da pista expressa da Marginal Pinheiros será interditado, das 23h00 às 4h00, para mutirão de limpeza: https://t.co/L0zzxvoogk";"GEOMETRIC_CENTER";"['express', 'trech', 'mutira', 'limp', 'interdit']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
892493330763960323;"R. Tuiuti, São Paulo - SP, Brazil";"08/01/2017 18:12";-23.5372547;-46.575485799999996;"liber #zl interferenc relaca";"Urban Event";3;"Rua Tuiuti liberada em relação a interferência. #ZL";"GEOMETRIC_CENTER";"['liber', '#zl', 'interferenc', 'relaca']";"[33165, 32912, 32913, 33009, 33624, 33625, 33629]"
892491313127542785;"Viaduto do Chá - Centro, São Paulo - SP, Brazil";"08/01/2017 18:04";-23.5466688;-46.6377687;"liber sent ambos relaca #zc manifestaca";"Social Event";2;"Viaduto do Chá,  ambos os sentidos liberado, em relação a manifestação. #ZC";"GEOMETRIC_CENTER";"['liber', 'sent', 'ambos', 'relaca', '#zc', 'manifestaca']";"[33536, 33284, 34061, 35229, 32805, 34861, 34098, 32826, 34107, 34883, 34884, 32837, 33479, 32846, 35280, 35160, 34144, 33121, 33253, 34789, 35051, 33391, 32885, 35068, 34045, 33534, 33535]"
892463427897229314;"Viaduto do Chá - Centro, São Paulo - SP, Brazil";"08/01/2017 16:13";-23.5466688;-46.6377687;"sent ambos evit #zc manifestaca";"Social Event";2;"Manifestação interdita ambos os sentidos do Viaduto do Chá, entre a R. Xavier de Toledo e R. Líbero Badaró. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'ambos', 'evit', '#zc', 'manifestaca']";"[33536, 33284, 34061, 35229, 32805, 34861, 34098, 32826, 34107, 34883, 34884, 32837, 33479, 32846, 35280, 35160, 34144, 33121, 33253, 34789, 35051, 33391, 32885, 35068, 34045, 33534, 33535]"
892439131137220610;"Palácio Anchieta - Viaduto Jacareí, 100 - Bela Vista, São Paulo - SP, 01319-040, Brazil";"08/01/2017 14:37";-23.550593799999998;-46.641263099999996;"#zc manifestaca";"Social Event";2;"Manifestação interdita a faixa da esquerda do Viaduto Jacareí em frente a Câmara Municipal. #ZC";"ROOFTOP";"['#zc', 'manifestaca']";"[33088, 33536, 33090, 34883, 34884, 35109, 33763, 33479, 35174, 35208, 35051, 34861, 33486, 35085, 32884, 32826, 32892, 33534, 33535]"
892436893840924674;"R. Tuiuti, São Paulo - SP, Brazil";"08/01/2017 14:28";-23.5372547;-46.575485799999996;"altur sent #zl faix interferenc fre";"Urban Event";3;"Interferência interdita três faixas da Rua Tuiuti altura da Rua Melo Freire, sentido bairro. #ZL";"GEOMETRIC_CENTER";"['altur', 'sent', '#zl', 'faix', 'interferenc', 'fre']";"[33165, 32912, 32913, 33009, 33624, 33625, 33629]"
892188136796819458;"Av. Sapopemba, São Paulo - SP, Brazil";"7/31/17 22:00";-23.6006133;-46.5120845;"terc monotrilh interdit sext obr";"Urban Event";3;"Av. Sapopemba será interditada de terça à sexta, sempre das 23h00 às 05h00, para obras do Monotrilho https://t.co/HeuGXl1CTQ";"GEOMETRIC_CENTER";"['terc', 'monotrilh', 'interdit', 'sext', 'obr']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
892142910879272960;"Vila Nova Conceição, São Paulo - State of São Paulo, 01435-001, Brazil";"7/31/17 19:00";-23.585354000000002;-46.670722;"ambos sent limp interdit";"Urban Event";3;"Túnel Takeharu Akagawa será interditado, em ambos os sentidos, das 23h30 às 4h30, para limpeza: https://t.co/iyV2g8iPHl";"GEOMETRIC_CENTER";"['ambos', 'sent', 'limp', 'interdit']";"[34050, 33538, 32772, 33034, 34196, 34218, 34860, 34861, 32814, 32815, 32816, 32825, 34233, 32827, 35278, 34788, 34789, 35174, 32869, 33128, 33129, 32871]"
892131236344410112;"Largo São Francisco - Sé, São Paulo - SP, Brazil";"7/31/17 18:13";-23.5495688;-46.6367646;"liber #zc manifestaca relaca";"Social Event";2;"Largo São Francisco liberado em relação a manifestação. #ZC";"GEOMETRIC_CENTER";"['liber', '#zc', 'manifestaca', 'relaca']";"[34048, 34050, 33042, 34076, 34210, 32939, 32813, 32816, 34098, 34107, 32838, 32846, 35280, 33361, 32849, 33112, 34138, 34144, 33122, 33253, 35175, 35068, 35197]"
892122618811338752;"Largo São Francisco - Sé, São Paulo - SP, Brazil";"7/31/17 17:39";-23.5495688;-46.6367646;"sent ambos evit #zc manifestaca";"Social Event";2;"Manifestação interdita ambos os sentidos do Largo São Francisco. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'ambos', 'evit', '#zc', 'manifestaca']";"[34048, 34050, 33042, 34076, 34210, 32939, 32813, 32816, 34098, 34107, 32838, 32846, 35280, 33361, 32849, 33112, 34138, 34144, 33122, 33253, 35175, 35068, 35197]"
892121853120188416;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"7/31/17 17:36";-23.623863500000002;-46.709926;"express #zn adhem sent faix interferenc dua altur";"Urban Event";3;"Interferência interdita duas faixas da Marginal Tietê altura da Ponte Adhemar Ferreira da Silva, sentido Ayrton Senna, pista expressa. #ZN";"GEOMETRIC_CENTER";"['express', '#zn', 'adhem', 'sent', 'faix', 'interferenc', 'dua', 'altur']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
891848425863565312;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"7/30/17 23:30";-23.623863500000002;-46.709926;"terc serv segund interdit vi";"Urban Event";3;"Marginal Tietê será parcialmente interditada, das 23h de segunda às 4h da terça, para serviços de manutenção viária… https://t.co/0ULw0ypFHb";"GEOMETRIC_CENTER";"['terc', 'serv', 'segund', 'interdit', 'vi']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
891724397370904576;"R. Dr. José Augusto de Queiroz, 96 - Cidade Jardim, São Paulo - SP, 03178-200, Brazil";"7/30/17 15:17";-23.5847919;-46.6977445;"liber via itap acu #spcitymarathon";"Social Event";2;"R. José Augusto de Queiroz  entre a R. Itapé-Açu e Av. Lineu de Paula Machado. Via liberada. #SPCityMarathon2017";"ROOFTOP";"['liber', 'via', 'itap', 'acu', '#spcitymarathon']";"[34100, 34884, 35191]"
