13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,13,12,12,12,12,12
13,12,12,12,13,13,12,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,12,12,12,12,12,12,12,13,13,13
13,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,12,13,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,11,11
11,10,10,10,9,8,8,8,7,7,7,6
6,5,5,4,4,4,4,4,3,3,3,3
3,3,2,3,2,2,3,3,2,3,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,7,7,8,8,9,9,10,10,11,11,11
12,13,13,13,14,14,14,15,15,15,15,15
15,16,15,15,15,15,15,15,15,15,14,14
15,14,15,14,14,14,14,14,14,14,14,14
15,15,15,15,14,14,14,14,14,14,14,14
14,14,14,14,14,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,13,12,12,12,12,12
12,12,12,12,13,12,12,12,13,12,13,13
13,12,12,12,13,12,12,13,13,13,13,13
13,12,12,12,12,12,12,12,13,13,13,13
13,12,12,12,12,12,12,12,12,12,12,12
13,13,12,12,12,13,12,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,11,11,11
10,10,10,10,9,9,8,8,7,7,6,6
6,6,5,5,4,4,4,4,3,3,3,2
3,3,3,3,2,2,3,3,2,2,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,7,7,8,8,9,9,9,10,11,11,11
12,12,13,13,14,14,14,14,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,14
15,14,15,15,14,14,14,14,14,14,14,14
15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,0,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,11,11,11,11,12,12,11
12,11,11,11,11,11,11,11,11,11,11,11
11,12,11,11,11,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,10,10
10,10,10,9,9,8,8,8,7,7,7,6
6,5,5,5,4,4,4,3,3,3,3,2
3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,2,3,2,3,3,3,3,4,4
5,5,5,6,6,6,7,7,7,7,8,8
8,8,8,9,9,9,9,10,10,10,10,10
11,10,10,10,11,10,11,11,11,11,11,11
11,11,11,11,11,11,10,10,10,10,10,10
11,11,11,11,10,11,10,11,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,8,9,9,9,9,8,8,8,8
8,8,7,7,7,7,7,7,6,6,6,5
5,5,5,4,4,3,4,3,3,3,3,3
3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3
3,4,4,4,4,5,5,5,5,5,5,5
5,6,6,6,6,6,7,7,7,7,8,7
8,8,8,8,8,8,8,8,8,8,8,8
9,8,8,9,9,9,8,9,9,8,9,8
9,9,9,9,9,9,8,9,8,8,9,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,7,7,7,7,7
7,7,7,7,7,7,7,7,7,8,7,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,7,8,7,7,7,7,8,7,7,7
8,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,6
7,6,6,6,6,6,6,6,5,5,5,4
4,4,4,4,3,3,3,3,3,3,2,2
3,2,2,2,2,2,2,2,2,2,2,2
2,2,3,3,3,3,4,4,4,4,4,5
6,6,7,7,8,8,9,9,10,10,11,11
12,12,12,13,13,14,14,14,14,15,15,15
15,15,15,15,15,15,15,15,15,15,14,14
15,15,14,14,14,14,14,14,14,14,14,14
14,14,14,15,14,15,15,14,14,14,14,14
14,14,14,13,14,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,12,13
12,12,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,13,12,13,13
12,12,13,13,13,13,13,13,13,13,13,13
13,13,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,12,12,13,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,11,11,11
10,10,10,9,9,8,8,8,7,7,6,6
6,5,5,4,4,3,4,3,3,3,3,2
3,3,2,3,2,2,3,3,2,2,2,2
2,3,3,3,3,3,4,4,4,5,5,5
6,7,7,8,8,9,9,10,10,10,11,11
12,12,12,13,13,14,14,14,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,14
14,14,15,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14
13,13,13,13,14,13,13,13,13,13,13,13
13,13,13,13,13,13,13,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,13,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,11,11
11,11,11,11,11,11,11,11,11,12,11,12
12,11,11,11,11,11,11,11,11,11,12,12
12,12,12,12,12,12,12,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,11
11,11,12,12,12,12,12,11,11,11,11,10
10,10,10,9,9,8,8,8,7,7,6,6
6,5,5,5,4,4,4,4,3,3,3,3
3,3,2,2,3,2,3,3,2,3,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,7,7,8,8,9,9,9,10,11,11,11
12,12,12,13,13,14,14,14,15,15,15,15
15,15,15,15,15,15,15,15,15,15,14,14
14,15,15,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,12,12,12,12,12,12
12,12,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,12,11,12,11,11,12,12,12,11
12,11,11,12,12,11,11,11,11,11,11,10
10,10,10,9,9,8,8,8,7,7,6,6
6,5,5,5,4,4,4,3,3,3,3,2
3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3
4,4,4,4,5,5,5,5,5,5,5,5
6,6,6,6,7,7,7,7,7,8,8,8
8,8,8,8,8,8,8,8,8,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,8,9
8,9,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,7
8,8,8,8,8,8,8,7,8,8,7,7
8,7,8,8,8,8,8,8,7,8,7,7
7,7,7,8,7,7,7,8,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,6
7,7,6,6,6,6,6,5,5,5,5,4
4,4,4,3,3,3,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,7,7,7,8,8,8,9,9,10,10,10
11,11,12,12,13,13,13,14,14,14,14,14
14,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,14,14,14,14,14,15
14,15,15,14,14,14,14,14,13,14,14,14
13,13,13,13,13,13,13,13,12,13,12,12
12,12,12,12,12,12,12,12,12,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,12,11,12,11,11,11,12,12,11,12
11,11,11,12,11,12,12,12,12,12,11,12
12,11,12,11,11,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,11,11,11,11,11,11,11,11,11,12,12
12,12,12,11,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,10,10,10,10,10,9
9,9,9,9,8,8,7,7,7,6,6,6
6,5,5,4,4,4,4,3,3,3,3,3
3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,3,3,3,3,3,4,4,4,4
5,5,6,6,6,6,7,7,7,8,8,8
8,9,9,9,10,10,10,10,11,11,11,11
11,11,11,11,11,11,12,12,12,11,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,11,12,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,11
11,11,11,11,11,11,11,11,11,11,11,10
11,11,10,11,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,9,9
9,9,9,9,9,9,9,9,9,9,10,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,8,8,8,8
8,9,8,9,9,8,8,9,8,8,8,7
8,8
8,8,7,7,7,7,7,6,6,6,5
5,5,5,4,4,4,4,4,3,3,3,3
3,3,3,3,3,2,3,3,3,3,3,3
3,4,4,4,5,5,5,5,5,5,6,5
5,6,6,6,6,6,7,7,7,7,7,7
7,7,7,8,8,8,8,8,8,8,8,8
8,8,8,9,9,8,9,9,9,9,9,8
9,9,9,9,9,9,9,9,9,9,9,8
9,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,7,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,7,8,7,7,7
7,8,7,7,8,7,8,8,7,8,8,7
8,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,6
7,6,6,6,6,5,6,5,5,5,5,4
4,4,4,3,3,3,3,3,3,3,2,2
3,2,2,2,2,2,2,2,2,2,2,2
2,3,2,3,3,3,3,4,4,4,5,5
6,6,7,8,8,8,9,9,10,10,11,11
11,12,12,13,13,13,14,14,14,14,14,15
15,15,15,15,15,15,15,15,15,14,14,14
15,15,15,15,15,15,15,15,15,15,14,15
15,15,15,15,15,15,15,14,14,14,14,14
14,14,14,14,14,14,14,14,14,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,12,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,12,12,12,12,12,12,12,12,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,11,11,11,10
10,10,10,10,9,8,8,8,7,7,6,6
6,5,5,5,4,4,4,4,3,3,3,2
3,3,2,2,2,2,2,3,2,2,2,2
3,3,3,3,3,3,3,4,4,4,5,5
6,7,7,8,8,8,9,9,10,10,11,11
12,12,13,13,13,13,14,14,14,14,14,15
15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,14,15
15,15,15,15,15,15,15,14,14,14,14,14
14,14,14,14,14,14,14,13,14,14,14,13
13,13,13,13,13,13,13,13,13,13,13,13
13,12,13,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,13,12
13,12,12,13,13,13,12,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,12,13,13,13,13,13,13,13,13
13,13,12,12,12,12,12,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,12,13,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,11,11,11
11,10,10,10,9,8,8,8,7,7,7,6
6,5,5,5,4,4,4,4,3,3,3,2
3,3,2,3,2,2,3,3,2,2,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,6,7,8,8,8,9,9,10,10,11,11
11,12,12,13,13,13,14,14,14,14,15,14
15,15,15,15,15,15,15,15,15,15,15,14
15,15,15,15,15,15,15,14,14,14,14,14
15,15,15,14,15,14,14,14,14,14,14,14
14,14,14,14,14,14,14,13,13,14,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,12,13,13,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,13,12,13,13,13
13,13,12,12,13,12,12,13,13,13,13,13
13,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,12,11,11,11,12,11,12,11,11
12,11,11,11,11,12,11,11,11,11,10,10
10,10,9,9,9,8,8,8,7,7,6,6
6,5,5,4,4,4,4,3,3,3,3,3
3,3
2,2,3,3,4,4,4,5,5
6,6,7,7,8,8,9,9,10,10,11,11
11,12,12,12,13,13,13,14,14,14,14,14
15,15,15,15,15,15,15,15,15,15,14,14
14,14,15,15,14,14,14,14,14,14,14,14
15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,12
13,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,13,12,12,13,12
12,12,12,12,12,12,13,12,13,12,12,13
13,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,13,12,13,12,12,12,12,12,13,13
13,13,13,13,13,13,13,13,13,13,13,12
13,12,12,12,12,12,12,12,12,12,12,12
12,12,11,12,12,11,12,11,11,11,12,11
11,11,11,11,11,11,11,11,11,11,11,10
10,10,10,9,9,8,8,8,7,7,6,6
6,5,5,5,4,4,4,4,3,3,3,2
3,3,2,2,2,2,3,2,2,3,2,2
3,3,3,3,3,3,4,4,4,4,5,5
6,6,7,7,8,8,9,9,10,10,11,11
11,12,12,13,13,13,14,14,14,14,14,14
15,15,15,15,15,15,15,15,15,14,15,14
14,15,15,14,14,14,14,14,14,14,14,14
15,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,11,11,11,11,11,12,12,11,12
11,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,11,12,11,12,11,11,11
12,12,11,11,11,11,11,11,11,10,10,10
10,10,9,9,9,8,8,8,7,7,6,6
6,5,5,4,4,3,4,3,3,3,3,2
3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3
4,5,5,5,5,6,6,6,7,7,7,7
8,8,8,8,9,9,9,9,9,9,10,10
10,10,10,10,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,10,10,10,11,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,10,10,10,10
10,10,9,9,10,9,10,10,10,10,10,10
10,9,9,10,10,9,10,9,10,10,9,9
9,9,10,10,10,9,9,9,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,9,9,9,10,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,8,8,9,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,7
8,8,7,7,7,7,7,6,6,6,6,5
5,5,5,5,4,4,4,4,3,3,3,3
3,3,3,3,3,2,3,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3
3,4,4,4,4,4,5,5,5,5,5,5
5,6,6,6,6,6,7,7,7,7,7,7
7,7,7,7,8,7,8,8,8,8,8,8
8,8,8,8,8,8,9,9,8,9,8,8
8,9,9,9,9,8,9,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,6,7
6,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,6,6
6,6,6,6,6,5,5,5,5,5,4,4
4,4,4,3,3,3,3,3,2,3,2,2
2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,3,3,3,4,4,4,4,4,4
5,6,7,7,8,8,8,9,9,10,10,11
11,11,12,12,13,13,13,13,14,14,14,14
14,14,14,14,14,14,15,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14
14,14,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,11
12,11,12,11,11,11,11,11,11,11,11,11
12,11,11,11,11,11,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,13,12,12,13
13,12,12,12,12,12,13,12,13,13,12,12
12,12,12,12,12,12,12,12,12,12,12,13
12,12,12,12,12,12,12,12,12,12,12,12
13,12,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,11
12,12,12,12,12,12,11,11,11,11,11,10
10,10,10,9,9,8,8,8,7,7,6,5
6,5,5,4,4,3,3,3,3,3,2,2
3,2,2,2,2,2,2,2,2,2,2,2
2,3,3,3,3,3,3,4,4,4,5,5
6,6,7,8,8,8,9,10,10,10,11,11
11,12,12,13,13,13,14,14,14,14,15,15
15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,14,15,15,14,14,14,14
15,15,15,15,15,15,14,14,14,14,14,14
14,14,14,14,14,13,14,14,14,14,14,13
13,13,13,13,13,13,13,13,13,12,13,13
12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,13,12,13,12,12,12
12,12,13,12,12,12,13,12,12,12,12,12
12,12,12,13,12,12,13,12,12,12,13,13
13,13,14,13,13,13,13,13,13,14,13,13
13,13,14,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,12,12,12
12,12,11,12,12,12,12,12,11,12,11,11
11,12,12,12,11,12,12,11,12,12,11,12
11,12,11,12,12,11,10,11,10,11,11,13
10,11,11,12,12,12,10,11,11,11,12,12
11,11,10,11,10,11,12,11,10,11,10,11
11,12,12,11,11,11,11,13,11,10,11,10
10,13,11,9,9,11,13,12,10,8,13,13
12,11,11,10,13,12,12,3,13,13,11,6
7,12,12,11,12,12,11,7,10,12,9,5
3,11,10,6,4,11,9,6,5,11,12,12
11,12,12,12,12,12,11,11,11,11,10,10
11,10,11,10,10,9,11,8,10,7,11,7
10,11,13,6,6,9,12,4,9,11,11,3
5,4,9,12,15,14,14,14,14,14,14,14
