_id;address;dateTime;lat;lng;text;label;class_label;raw_tweet;location_type;tokens
894916348370976768;;08/08/2017 10:40;;;solicit ola gratil favor fiscalizaca agradec;Irrelevant;0;@albertoargentin Olá, por favor, ligue grátis 1188 e solicite fiscalização, o serviço funciona 24hs. Agradecemos o contato.;;['solicit', 'ola', 'gratil', 'favor', 'fiscalizaca', 'agradec']
894909195925041152;;08/08/2017 10:12;;;sol horizont obrig sinalizaca pint;Irrelevant;0;@danielvenneri76 ... > Serviço > Manutenção de sinalização horizontal (pintura de solo): https://t.co/0kVk1pmqWK obrigado.;;['sol', 'horizont', 'obrig', 'sinalizaca', 'pint']
894909001984602112;;08/08/2017 10:11;;;solicitaca ola favor sinalizaca port;Irrelevant;0;@danielvenneri76 Olá, p/ esta solicitação, por favor, acesse o Portal SP156 Trânsito > Assunto > Manutenção da sinalização de trânsito (+);;['solicitaca', 'ola', 'favor', 'sinalizaca', 'port']
894906072447799297;;08/08/2017 10:00;;;sobr cade uso acomod crianc form disposi outr;Irrelevant;0;🚗 Saiba mais sobre o uso da cadeirinha e de outros dispositivos, para acomodar a criança no banco de forma segura.… https://t.co/C2slycGVnz;;['sobr', 'cade', 'uso', 'acomod', 'crianc', 'form', 'disposi', 'outr']
894904891507912704;;08/08/2017 09:55;;;solicit lig ola gratil favor fiscalizaca agradec;Irrelevant;0;@juliogavioes Olá, por favor, solicite fiscalização ligando grátis 1188, o serviço funciona 24hs. Agradecemos o contato.;;['solicit', 'lig', 'ola', 'gratil', 'favor', 'fiscalizaca', 'agradec']
894903607098621952;;08/08/2017 09:50;;;cicl agradec inclusiv usuari;Irrelevant;0;@ail_juniorr ... aos usuários do trânsito, inclusive ciclistas: https://t.co/HgeD1vkUOG Agradecemos o contato.;;['cicl', 'agradec', 'inclusiv', 'usuari']
894903428492648448;;08/08/2017 09:49;;;oper ctb vej art curs gratil dirig fiscaliz program;Irrelevant;0;@ail_juniorr ...  do Art 21 do CTB: fiscaliza, opera e promove a educação no trânsito. Veja os programas e cursos grátis dirigidos (+);;['oper', 'ctb', 'vej', 'art', 'curs', 'gratil', 'dirig', 'fiscaliz', 'program']
894903304383320065;;08/08/2017 09:49;;;cet municipi gesta responsa ola atend orga determinaco;Irrelevant;0;@ail_juniorr Olá, a CET, como órgão responsável pela gestão do trânsito no município de São Paulo, atende às determinações (+);;['cet', 'municipi', 'gesta', 'responsa', 'ola', 'atend', 'orga', 'determinaco']
894891771699896320;;08/08/2017 09:03;;;bom cadastr agradec solicitaca;Irrelevant;0;@sapizzi Bom dia, sua solicitação foi cadastrada, agradecemos o contato.;;['bom', 'cadastr', 'agradec', 'solicitaca']
894889435258597376;;08/08/2017 08:54;;;bom cadastr agradec solicitaca;Irrelevant;0;@reinorvieira Bom dia, sua solicitação foi cadastrada, agradecemos o contato.;;['bom', 'cadastr', 'agradec', 'solicitaca']
894802589258309632;;08/08/2017 03:08;;;registr ola informaca agradec providenc;Irrelevant;0;@marii_1039 Olá, sua informação foi registrada para providência. Agradecemos o contato.;;['registr', 'ola', 'informaca', 'agradec', 'providenc']
894747529853640705;;08/07/2017 23:30;;;inscrev segur conhec curs;Irrelevant;0;"Conheça o curso ""Ações Seguras no Trânsito"". Inscreva-se em: https://t.co/pxFMEHHX7Z https://t.co/O1NofC6MsG";;['inscrev', 'segur', 'conhec', 'curs']
894724868486332416;;08/07/2017 22:00;;;fundament serv caminho abastec prestaca;Irrelevant;0;Na cidade que não para, os caminhões são fundamentais no abastecimento e prestação de serviços. Saiba mais:… https://t.co/l8gkPUIVBB;;['fundament', 'serv', 'caminho', 'abastec', 'prestaca']
894707930217447427;R. Augusta, 1053 - Consolação, São Paulo - SP, 01305-100, Brazil;08/07/2017 20:52;-23.5538634;-46.6554619;refer #zc liber manifestaca;Social Event;2;Referente manifestação Rua Augusta, pista liberada.#ZC;ROOFTOP;['refer', '#zc', 'liber', 'manifestaca']
894696768767762432;R. Augusta, São Paulo - SP, Brazil;08/07/2017 20:08;-23.5569581;-46.65896770000001;#zc evit manifestaca sent;Social Event;2;Manifestação interdita R. Augusta no sentido centro. Evite a região. #ZC;GEOMETRIC_CENTER;['#zc', 'evit', 'manifestaca', 'sent']
894696059989106688;Av. Paulista, São Paulo - SP, Brazil;08/07/2017 20:05;-23.5632103;-46.6542503;liber sent relaca #zc manifestaca;Social Event;2;Av. Paulista sentido R. da Consolação liberada em relação a manifestação.#ZC;GEOMETRIC_CENTER;['liber', 'sent', 'relaca', '#zc', 'manifestaca']
894691045505675264;Av. Paulista, São Paulo - SP, Brazil;08/07/2017 19:45;-23.5632103;-46.6542503;sent #zc masp evit altur manifestaca;Social Event;2;Manifestação interdita o sentido Consolação da Avenida Paulista altura do MASP. Evite a região. #ZC;GEOMETRIC_CENTER;['sent', '#zc', 'masp', 'evit', 'altur', 'manifestaca']
894679580237332484;;08/07/2017 19:00;;;son monitor benefic fest realizaca;Social Event;2;Trânsito será monitorado na Vila Sonia para para realização de Festa Beneficente, sempre das 14h00 às 22h00. Acesse: https://t.co/x4UD7Gk45q;;['son', 'monitor', 'benefic', 'fest', 'realizaca']
894649228881952769;;08/07/2017 16:59;;;solicit lig ola gratil favor agradec semafor;Irrelevant;0;@Maskara14 Olá, por favor, solicite manutenção semafórica ligando grátis 1188. O serviço funciona 24hs. Agradecemos o contato.;;['solicit', 'lig', 'ola', 'gratil', 'favor', 'agradec', 'semafor']
894643812705980417;;08/07/2017 16:38;;;solicit lig ola gratil favor agradec semafor;Irrelevant;0;@julioce41822881 Olá, por favor, solicite manutenção semafórica ligando grátis 1188. Agradecemos o contato.;;['solicit', 'lig', 'ola', 'gratil', 'favor', 'agradec', 'semafor']
894642934376800256;;08/07/2017 16:34;;;cadastr agradec informaca ola;Irrelevant;0;@rkhzouz Ola! Sua informação foi cadastrada, agradecemos o contato.;;['cadastr', 'agradec', 'informaca', 'ola']
894634268311343104;;08/07/2017 16:00;;;algum pod onibu circul depend corr local carr;Irrelevant;0;Carro pode circular em alguns corredores de ônibus da cidade de São Paulo? Depende do local e horário:… https://t.co/h0YD1xq7Y2;;['algum', 'pod', 'onibu', 'circul', 'depend', 'corr', 'local', 'carr']
894620731413278722;;08/07/2017 15:06;;;firm expect seman prox agradec contrat;Irrelevant;0;@BrunaSi79322191 A expectativa é que os contratos sejam firmados nas próximas semanas. Agradecemos o contato.;;['firm', 'expect', 'seman', 'prox', 'agradec', 'contrat']
894620530841706496;;08/07/2017 15:05;;;empr ola dad prossegu nov licitaca contrat;Irrelevant;0;@BrunaSi79322191 Olá, já foi dado prosseguimento à licitação para contratar novas empresas para manutenção de semáforos. (+);;['empr', 'ola', 'dad', 'prossegu', 'nov', 'licitaca', 'contrat']
894615589330857985;;08/07/2017 14:45;;;#sp ola solic favor port;Irrelevant;0;@marceluscs Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK ou ligue p/ o fone 1188;;['#sp', 'ola', 'solic', 'favor', 'port']
894613732088741890;;08/07/2017 14:38;;;ola solic favor gratuit fiscalizaca agradec;Irrelevant;0;@Chris_P_Silva Olá, para solicitar fiscalização, por favor, ligue gratuitamente para o fone 1188. Agradecemos o contato.;;['ola', 'solic', 'favor', 'gratuit', 'fiscalizaca', 'agradec']
894612575039754241;;08/07/2017 14:33;;;firm seman prox agradec contrat;Irrelevant;0;@rogeguimaraes  é que os contratos sejam firmados nas próximas semanas. Agradecemos o contato.;;['firm', 'seman', 'prox', 'agradec', 'contrat']
894612192196218881;;08/07/2017 14:32;;;empr expect ola dad prossegu nov licitaca contrat;Irrelevant;0;@rogeguimaraes Olá, já foi dado prosseguimento à licitação para contratar novas empresas para manutenção de semáforos. A expectativa (+);;['empr', 'expect', 'ola', 'dad', 'prossegu', 'nov', 'licitaca', 'contrat']
894578587583619073;;08/07/2017 12:18;;;obrig solicitaca favor ola;Irrelevant;0;@Schumacher76 Olá, para esta solicitação, por favor, acesse: https://t.co/MlJEYqYAJx Obrigado.;;['obrig', 'solicitaca', 'favor', 'ola']
894576951683424261;;08/07/2017 12:12;;;solicit lig acess ola gratil favor port semafor;Irrelevant;0;@janreis Olá, por favor, solicite manutenção semafórica ligando grátis 1188 ou acessando o Portal SP156: https://t.co/0kVk1pmqWK Obrigada;;['solicit', 'lig', 'acess', 'ola', 'gratil', 'favor', 'port', 'semafor']
894575015819137024;;08/07/2017 12:04;;;solicit lig #sp ola gratil favor obrig port;Irrelevant;0;@LuizAlvaro Olá, por favor, solicite manutenção de semáforos ligando grátis 1188 ou no Portal #SP156: https://t.co/0kVk1pmqWK Obrigado.;;['solicit', 'lig', '#sp', 'ola', 'gratil', 'favor', 'obrig', 'port']
894574092212461569;;08/07/2017 12:00;;;ola gratil solic favor fiscalizaca port;Irrelevant;0;@PrasempreParis Olá, p/ solicitar fiscalização, por favor, ligue grátis 1188 ou acesse o portal SP156: https://t.co/0kVk1pmqWK. Obrigada;;['ola', 'gratil', 'solic', 'favor', 'fiscalizaca', 'port']
894573881046028288;;08/07/2017 12:00;;;#respeitoaobemcomum #onibu faix exclus #transportecole corr conqu;Irrelevant;0;As faixas exclusivas e os corredores de #ônibus são conquistas de todos. #RespeitoAoBemComum #TransporteColetivo https://t.co/cQwRY1hBPY;;['#respeitoaobemcomum', '#onibu', 'faix', 'exclus', '#transportecole', 'corr', 'conqu']
894573212566212610;;08/07/2017 11:57;;;#sp ola solic favor port;Irrelevant;0;@FABIOTASAN Olá, para solicitar manutenção de semáforos, por favor, ligue para 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;;['#sp', 'ola', 'solic', 'favor', 'port']
894571048267640833;;08/07/2017 11:48;;;#sp solicitaco ola favor port;Irrelevant;0;@jesuxmacaco Olá, para essas solicitações, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK;;['#sp', 'solicitaco', 'ola', 'favor', 'port']
894562715544539136;;08/07/2017 11:15;;;moment presenc solic fiscalizaca agradec;Irrelevant;0;@naarkaum na presença de agente de trânsito. P/ solicitar fiscalização de trânsito ligue 1188, no momento da infração. Agradecemos o contato;;['moment', 'presenc', 'solic', 'fiscalizaca', 'agradec']
894562110960799744;;08/07/2017 11:13;;;via legislaca equip ola contran autu autoriz apen infraco regulament;Irrelevant;0;@naarkaum Olá, a legislação de trânsito apenas autoriza autuar infrações na via pública por equipamento regulamentado pelo CONTRAN e/ou (+);;['via', 'legislaca', 'equip', 'ola', 'contran', 'autu', 'autoriz', 'apen', 'infraco', 'regulament']
894543679205068801;;08/07/2017 10:00;;;oferec cet defens conhec curs npres gratuit direca;Irrelevant;0;Conheça o Curso Direção Defensiva oferecido gratuitamente pela CET. \nPresencial: https://t.co/0zaRGdCVqS\n\nDistância… https://t.co/QmRJIiVkim;;['oferec', 'cet', 'defens', 'conhec', 'curs', 'npres', 'gratuit', 'direca']
894415278628630528;;08/07/2017 01:29;;;solicit registr interferenc ola agradec;Irrelevant;0;@RosaACL  Olá, não há registro de interferência no horário solicitado. Agradecemos o contato.;;['solicit', 'registr', 'interferenc', 'ola', 'agradec']
894385119179534336;Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil;08/06/2017 23:30;-23.6238635;-46.709926;terc serv segund interdit vi;Urban Event;3;Marginal Tietê será parcialmente interditada, das 23h de segunda às 4h da terça, para serviços de manutenção viária. https://t.co/ORHVeXSAt1;GEOMETRIC_CENTER;['terc', 'serv', 'segund', 'interdit', 'vi']
894362467245182978;;08/06/2017 22:00;;;terc serv complex segund interdit viari;Urban Event;3;Complexo Viário Maria Maluf será interditado, das  23h30 de segunda às 04h30 de terça, para serviços de manutenção https://t.co/asZV3iNXa6;;['terc', 'serv', 'complex', 'segund', 'interdit', 'viari']
894317215448748032;;08/06/2017 19:00;;;inspeca mantenh veicul evit acid;Irrelevant;0;Mantenha sua inspeção veicular em dia, evite acidentes. https://t.co/g5SKHB3W6a;;['inspeca', 'mantenh', 'veicul', 'evit', 'acid']
894271906152685568;Túnel Papa João Paulo II - Centro, São Paulo - SP, Brazil;08/06/2017 16:00;-23.5453435;-46.636912;sant terc sent limp segund interdit;Urban Event;3;Túnel Papa João Paulo II será interditado, sentido Santana, das 23h30 de segunda às 4h30 de terça, para limpeza https://t.co/RPb59gvT5s;GEOMETRIC_CENTER;['sant', 'terc', 'sent', 'limp', 'segund', 'interdit']
894211560708726784;;08/06/2017 12:00;;;cm min sab gest barrig vol mant dev distanc;Irrelevant;0;Você sabia que gestantes devem manter a distância entre a barriga e o volante de no mínimo 15 cm?… https://t.co/fyKfC16KXK;;['cm', 'min', 'sab', 'gest', 'barrig', 'vol', 'mant', 'dev', 'distanc']
894181282254643200;;08/06/2017 10:00;;;estacion minut vag deficienc nest pesso idos respeit;Irrelevant;0;Respeite a vaga de idoso e de pessoas com deficiência. Não estacione nestas vagas nem por um minuto! https://t.co/Fu1XayDUnw;;['estacion', 'minut', 'vag', 'deficienc', 'nest', 'pesso', 'idos', 'respeit']
894093624174145536;Av. Marginal Tietê, São Paulo - SP, Brazil;08/06/2017 04:11;-23.5179509;-46.64946399999999;liber via #zn apo sent;Urban Event;3;Marg. Tietê sentido Ayrton Senna,  pista central após Pte Jânio Quadros, via liberada. #ZN;GEOMETRIC_CENTER;['liber', 'via', '#zn', 'apo', 'sent']
894064392937107456;Av. Marginal Tietê, São Paulo - SP, Brazil;08/06/2017 02:15;-23.5179509;-46.64946399999999;via #zn apo sent interferenc refer;Urban Event;3;Referente interferência pista central da Marg. Tietê, sentido Ayrton Senna, após Pte Jânio Quadros, interdita uma faixa da via. #ZN;GEOMETRIC_CENTER;['via', '#zn', 'apo', 'sent', 'interferenc', 'refer']
894033626597384192;Av. Marginal Tietê, São Paulo - SP, Brazil;08/06/2017 00:13;-23.5179509;-46.64946399999999;#zn apo sent faix interferenc dua evit;Urban Event;3;Interferência interdita duas faixas da pista central da Marg. Tietê, sentido Ayrton Senna, após Pte. Jânio Quadros. Evite a região. #ZN;GEOMETRIC_CENTER;['#zn', 'apo', 'sent', 'faix', 'interferenc', 'dua', 'evit']
894022730881916930;Túnel 9 de Julho, São Paulo - SP, Brazil;08/05/2017 23:30;-23.5624252;-46.6561762;sent doi limp segund interdit;Urban Event;3;Túnel Daher Elias Cutait será interditado nos dois sentidos, das 23h30 de domingo às 4h30 de segunda, para limpeza https://t.co/tPqt7sjppD;GEOMETRIC_CENTER;['sent', 'doi', 'limp', 'segund', 'interdit']
894000107582107648;;08/05/2017 22:00;;;sig instagr;Irrelevant;0;📱📸❤️ Siga-nos no Instagram! https://t.co/mdogOzbTpU https://t.co/d1YvISAm9T;;['sig', 'instagr']
893954799112257536;;08/05/2017 19:00;;;histor realizaca corr monitor;Social Event;2;Trânsito será monitorado na região Central da cidade, para a realização de corrida “22ª Corrida do Centro Histórico… https://t.co/DSgLmiwim7;;['histor', 'realizaca', 'corr', 'monitor']
893954211758714880;;08/05/2017 18:57;;;noit solicit complement ligaca atrav gratuit necess;Irrelevant;0;@cledson_ Boa noite! Haja vista a necessidade de informações complementares, solicitamos contato através do fone 1188 - ligação gratuita.;;['noit', 'solicit', 'complement', 'ligaca', 'atrav', 'gratuit', 'necess']
893953557900251136;;08/05/2017 18:55;;;noit cadastr obrig solicitaca;Irrelevant;0;@rodrigoktk Boa noite! Sua solicitação foi cadastrada. Obrigado pelo contato.;;['noit', 'cadastr', 'obrig', 'solicitaca']
893949347976683520;;08/05/2017 18:38;;;noit cadastr agradec solicitaca;Irrelevant;0;@ovaiorracha Boa noite! Sua solicitação foi cadastrada. Agradecemos o contato.;;['noit', 'cadastr', 'agradec', 'solicitaca']
893921232650993664;;08/05/2017 16:46;;;solicit complement ligaca atrav gratuit tard necess;Irrelevant;0;@yurizurigo Boa tarde! Haja vista a necessidade de informações complementares, solicitamos contato através do fone 1188 - ligação gratuita.;;['solicit', 'complement', 'ligaca', 'atrav', 'gratuit', 'tard', 'necess']
893920446512599044;;08/05/2017 16:43;;;cadastr agradec cet solicitaca tard;Irrelevant;0;@JonasTrude Boa tarde! Sua solicitação foi cadastrada. A CET agradece o contato.;;['cadastr', 'agradec', 'cet', 'solicitaca', 'tard']
893909492940898306;;08/05/2017 16:00;;;monitor antig exposica veicul luz;Social Event;2;Trânsito será monitorado na região da Luz, no domingo, das 6h às 17h, para exposição de veículos antigos https://t.co/EXgMXzvyk6;;['monitor', 'antig', 'exposica', 'veicul', 'luz']
893849106245984257;;08/05/2017 12:00;;;qu sobr sab fret veicul regr circulaca;Irrelevant;0;Quer saber informações sobre as regras de circulação de veículos fretados na cidade de São Paulo? Acesse:… https://t.co/iVFNv69vfk;;['qu', 'sobr', 'sab', 'fret', 'veicul', 'regr', 'circulaca']
893835349167935488;;08/05/2017 11:05;;;bom agradec informaca registr;Irrelevant;0;@mfemaia Bom dia! sua informação foi registrada, agradecemos o contato.;;['bom', 'agradec', 'informaca', 'registr']
893818918430806018;;08/05/2017 10:00;;;simpl pod perd temp cuid embarqu calc lad desembarqu;Irrelevant;0;Embarque e desembarque sempre pelo lado da calçada. Você pode perder muito mais do que tempo sem esse simples cuida… https://t.co/Zx7U3Igtih;;['simpl', 'pod', 'perd', 'temp', 'cuid', 'embarqu', 'calc', 'lad', 'desembarqu']
893660345587433472;;08/04/2017 23:30;;;monitor barr fund fest bolivi multicult;Social Event;2;Trânsito será monitorado na Barra funda, sáb e dom, das 07h30 às 21h00, para a Festa Multicultural Boliviana https://t.co/O2nxBENM1L;;['monitor', 'barr', 'fund', 'fest', 'bolivi', 'multicult']
893637702003720192;;08/04/2017 22:00;;;aument visa espelh sair retrovi ajust cas;Irrelevant;0;🚘🏍 Aumente seu campo de visão, antes de sair de casa ajuste sempre os espelhos retrovisores. https://t.co/KihfDQ9Ju4;;['aument', 'visa', 'espelh', 'sair', 'retrovi', 'ajust', 'cas']
893622393004052484;;08/04/2017 20:59;;;noit cadastr cet solicitaca agradec;Irrelevant;0;@sleepguy888    Boa noite!  Sua solicitação foi cadastrada.  A CET agradece o contato.;;['noit', 'cadastr', 'cet', 'solicitaca', 'agradec']
893608097876520960;R. Augusta, 1053 - Consolação, São Paulo - SP, 01305-100, Brazil;08/04/2017 20:02;-23.5538634;-46.6554619;liber mov refer #zc manifestaca;Social Event;2;Referente manifestação em movimento rua Augusta, pista liberada.#ZC;ROOFTOP;['liber', 'mov', 'refer', '#zc', 'manifestaca']
893598474880507905;Av. Paulista, 2439 - Bela Vista, São Paulo - SP, 01311-300, Brazil;08/04/2017 19:24;-23.5562126;-46.6624787;liber sent evit manifest desc refer #zc manifestaca;Social Event;2;Referente Manifestação Av. Paulista, pista liberada, manifestantes agora descendo rua Augusta sentido centro.Evite região #ZC;ROOFTOP;['liber', 'sent', 'evit', 'manifest', 'desc', 'refer', '#zc', 'manifestaca']
893594097579171842;Av. Paulista, São Paulo - SP, Brazil;08/04/2017 19:06;-23.5632103;-46.6542503;junt sent masp evit mov #zc manifestaca;Social Event;2;Manifestação em movimento interdita o sentido consolação da Av. Paulista junto ao MASP. Evite região #ZC;GEOMETRIC_CENTER;['junt', 'sent', 'masp', 'evit', 'mov', '#zc', 'manifestaca']
893592393651539968;;08/04/2017 19:00;;;monitor barr fund sab fest realizaca bolivi multicult;Social Event;2;Trânsito será monitorado na Barra Funda para realização da “Festa Multicultural Boliviana”, de sábado a domingo. https://t.co/N2YyKQmeMz;;['monitor', 'barr', 'fund', 'sab', 'fest', 'realizaca', 'bolivi', 'multicult']
893579921607593988;;08/04/2017 18:10;;;noit cadastr agradec solicitaca;Irrelevant;0;@lupenelopepoeta  Boa noite! Sua solicitação foi cadastrada, agradecemos o contato.;;['noit', 'cadastr', 'agradec', 'solicitaca']
893561660564176897;Av. Dr. Ricardo Jafet, São Paulo - SP, Brazil;08/04/2017 16:57;-23.5907357;-46.6202104;nest sab est;Irrelevant;0;Neste sábado o programa Cidade Linda estará na Avenida Ricardo Jafet. Confira: https://t.co/ELo0EO7jQu https://t.co/fGq0duj6yA;GEOMETRIC_CENTER;['nest', 'sab', 'est']
893557169974587392;Av. Paulista, São Paulo - SP, Brazil;08/04/2017 16:40;-23.5632103;-46.6542503;liber via relaca #zc manifestaca;Social Event;2;Avenida Paulista, via liberada em relação a manifestação. #ZC;GEOMETRIC_CENTER;['liber', 'via', 'relaca', '#zc', 'manifestaca']
893547131797086210;;08/04/2017 16:00;;;vacil aument pis escorregadi fic fren redobr necessari;Irrelevant;0;Na chuva, o piso fica mais escorregadio e o espaço necessário para uma frenagem segura aumenta. Não vacile, redobre… https://t.co/VOLDC5tb2L;;['vacil', 'aument', 'pis', 'escorregadi', 'fic', 'fren', 'redobr', 'necessari']
893545625828024320;;08/04/2017 15:54;;;#sp ola solic favor port semafor;Irrelevant;0;@LarapiosNao Olá, para solicitar manutenção semafórica, por favor, ligue para o fone 1188 ou o acesse Portal #SP156: https://t.co/0kVk1p4Pya;;['#sp', 'ola', 'solic', 'favor', 'port', 'semafor']
893530491177115652;;08/04/2017 14:54;;;ola solic favor gratuit fiscalizaca agradec;Irrelevant;0;@luciano_ozanan Olá, para solicitar fiscalização, por favor, ligue gratuitamente para o fone 1188. Agradecemos o contato.;;['ola', 'solic', 'favor', 'gratuit', 'fiscalizaca', 'agradec']
893530138666823680;Av. Paulista, São Paulo - SP, Brazil;08/04/2017 14:52;-23.5632103;-46.6542503;sent faix mov manifest evit refer #zc manifestaca;Social Event;2;Referente manifestação:  Manifestantes em movimento interdita três faixas do sentido Consolação da Av. Paulista. Evite a região. #ZC;GEOMETRIC_CENTER;['sent', 'faix', 'mov', 'manifest', 'evit', 'refer', '#zc', 'manifestaca']
893522892444626944;Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil;08/04/2017 14:23;-23.6238635;-46.709926;liber via parais sent mov manifest evit refer manifestaca;Social Event;2;Referente manifestação, Marg. Pinheiros, via liberada. Manifestantes em movimento interdita sentido Paraíso da Av. Paulista. Evite região.;GEOMETRIC_CENTER;['liber', 'via', 'parais', 'sent', 'mov', 'manifest', 'evit', 'refer', 'manifestaca']
893492273878622208;Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil;08/04/2017 12:22;-23.6238635;-46.709926;#z sent manifest refer estai manifestaca ocup;Social Event;2;Referente a manifestação, Marginal Pinheiros, manifestantes ocupam totalmente o sentido bairro da pte Octávio F. de Oliveira (Estaiada). #ZS;GEOMETRIC_CENTER;['#z', 'sent', 'manifest', 'refer', 'estai', 'manifestaca', 'ocup']
893486793974329347;;08/04/2017 12:00;;;depred sab reaproveit sinalizaca part;Irrelevant;0;Você sabia que boa parte da sinalização depredada é reaproveitada pela @CETSP_? Saiba mais em:… https://t.co/HfcdcCFPxJ;;['depred', 'sab', 'reaproveit', 'sinalizaca', 'part']
893485333127602180;Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil;08/04/2017 11:54;-23.6238635;-46.709926;apo sent #zo unic mov manifestaca;Social Event;2;Manifestação em movimento, Marginal Pinheiros, sentido Interlagos, pista única, após ponte Cidade Universitária. #ZO;GEOMETRIC_CENTER;['apo', 'sent', '#zo', 'unic', 'mov', 'manifestaca']
893468872862556160;;08/04/2017 10:49;;;moment ola solic favor gratuit fiscalizaca agradec;Irrelevant;0;@NardoPeixe Olá, p/ solicitar fiscalização de trânsito, por favor, ligue gratuitamente p/ 1188 no momento da infração. Agradecemos o contato;;['moment', 'ola', 'solic', 'favor', 'gratuit', 'fiscalizaca', 'agradec']
893456611175485441;;08/04/2017 10:00;;;jamal fil par #porumtransitomelh dupl elefant;Irrelevant;0;Não seja um Elefante, jamais pare em fila dupla. #PorumTrânsitoMelhor https://t.co/r3hZMPeeGX;;['jamal', 'fil', 'par', '#porumtransitomelh', 'dupl', 'elefant']
893445142190993408;;08/04/2017 09:14;;;bom agradec registr solicitaca;Irrelevant;0;@edermachado Bom dia, sua solicitação foi registrada, agradecemos o contato.;;['bom', 'agradec', 'registr', 'solicitaca']
893414115213021184;Av. Rebouças, São Paulo - SP, Brazil;08/04/2017 07:11;-23.565678;-46.68075409999999;liber via sent #zo prox relaca interferenc carolin;Urban Event;3;Av Rebouças sentido centro, próximo da R Maria Carolina, via liberada em relação a interferência. #ZO;GEOMETRIC_CENTER;['liber', 'via', 'sent', '#zo', 'prox', 'relaca', 'interferenc', 'carolin']
893413235151568896;Av. Interlagos, São Paulo - SP, Brazil;08/04/2017 07:08;-23.6825033;-46.689999;liber #z via sent monsenh relaca interferenc junt;Urban Event;3;Av Interlagos sentido centro, junto a R Monsenhor de Freitas, via liberada em relação a interferência. #ZS;GEOMETRIC_CENTER;['liber', '#z', 'via', 'sent', 'monsenh', 'relaca', 'interferenc', 'junt']
